,name,zone,price,square_mt,rooms,wc,terraza,balcon,estado,año,armarios,cocina,amueblado,planta,calef,asc,exterior,cp,extract_day
96704775,Alquiler de Piso en calle de Jules Verne,"El Putxet i el Farró, Barcelona",952,48,1,1,0,0,segunda mano/buen estado,,1,0,0,2,1,1,0,08006,2022-02-09
96630700,Alquiler de Piso en travesía de Gràcia,"Sant Gervasi - Galvany, Barcelona",1815,142,5,3,0,1,segunda mano/buen estado,,1,0,0,6,1,1,1,08006,2022-02-09
96698365,"Alquiler de Piso en calle de Lincoln, 27","Sant Gervasi - Galvany, Barcelona",1100,84,2,2,0,1,segunda mano/buen estado,,1,1,0,4,0,1,0,08006,2022-02-09
95587746,"Alquiler de Ático en avenida Diagonal, 431","L'Antiga Esquerra de l'Eixample, Barcelona",2250,75,2,1,1,0,segunda mano/buen estado,1926,0,0,0,6,1,1,1,08006,2022-02-09
96699881,Alquiler de Piso en via augusta,"El Putxet i el Farró, Barcelona",1660,134,5,2,0,0,segunda mano/buen estado,,0,0,0,1,0,1,1,08006,2022-02-09
93682538,Alquiler de Piso en Sant Gervasi - Galvany,"Sarrià-Sant Gervasi, Barcelona",2950,245,6,3,0,1,segunda mano/buen estado,,1,1,0,4,1,1,1,08006,2022-02-09
91432909,"Alquiler de Piso en ronda General Mitre, 214","El Putxet i el Farró, Barcelona",2000,121,3,2,1,0,segunda mano/buen estado,1954,1,0,0,0,1,1,1,08006,2022-02-09
96648329,Alquiler de Piso en Sant Gervasi - Galvany,"Sarrià-Sant Gervasi, Barcelona",1950,86,3,2,0,0,segunda mano/buen estado,,1,1,1,0,1,1,0,08006,2022-02-09
35846454,Alquiler de Piso en calle de Tuset,"Sant Gervasi - Galvany, Barcelona",990,45,2,1,0,0,segunda mano/buen estado,,1,1,1,6,0,1,0,08006,2022-02-09
96698753,Alquiler de Piso en El Putxet i el Farró,"Sarrià-Sant Gervasi, Barcelona",1700,105,4,2,0,1,segunda mano/buen estado,,0,0,0,0,1,1,0,08006,2022-02-09
96697266,Alquiler de Piso en Vila de Gràcia,"Gràcia, Barcelona",2480,117,4,2,0,1,segunda mano/buen estado,1920,0,0,0,3,0,1,1,08006,2022-02-09
96464525,Alquiler de Piso en Sant Gervasi - Galvany,"Sarrià-Sant Gervasi, Barcelona",2950,260,6,3,0,0,segunda mano/buen estado,1950,0,0,0,4,0,1,1,08006,2022-02-09
96696886,Alquiler de Piso en Balmes,"Sant Gervasi - Galvany, Barcelona",1300,104,4,2,1,1,segunda mano/buen estado,1965,1,1,1,5,1,1,1,08006,2022-02-09
96312891,Alquiler de Piso en Sant Gervasi - Galvany,"Sarrià-Sant Gervasi, Barcelona",1700,108,2,2,1,0,segunda mano/buen estado,1970,1,0,0,0,1,1,1,08006,2022-02-09
96695677,Alquiler de Piso en via Augusta,"El Putxet i el Farró, Barcelona",1660,123,4,2,0,0,segunda mano/buen estado,1945,1,0,0,2,1,1,1,08006,2022-02-09
96097568,Alquiler de Ático en calle de Balmes,"El Putxet i el Farró, Barcelona",1400,50,1,1,0,1,segunda mano/buen estado,1930,1,0,0,0,0,1,0,08006,2022-02-09
82141900,"Alquiler de Piso en calle de la Gleva, Barcelona","El Putxet i el Farró, Barcelona",900,66,3,1,0,1,segunda mano/buen estado,1969,0,0,0,2,0,1,1,08006,2022-02-09
94924502,Alquiler de Piso en ronda del General Mitre,"El Putxet i el Farró, Barcelona",2000,80,3,2,1,1,segunda mano/buen estado,2018,1,1,1,0,1,1,1,08006,2022-02-09
96693322,Alquiler de Piso en calle de la Mare de Déu de Gràcia s/n,"El Putxet i el Farró, Barcelona",950,52,1,1,1,0,segunda mano/buen estado,1985,1,1,1,1,1,0,1,08006,2022-02-09
96601563,Alquiler de Piso en ronda del General Mitre,"El Putxet i el Farró, Barcelona",2000,80,3,2,1,1,segunda mano/buen estado,2018,1,1,1,0,1,1,1,08006,2022-02-09
96690690,Alquiler de Piso en via Augusta,"Vila de Gràcia, Barcelona",1100,75,2,1,0,0,segunda mano/buen estado,1966,1,1,0,1,1,1,1,08006,2022-02-09
96439255,Alquiler de Piso en calle de Saragossa,"El Putxet i el Farró, Barcelona",1300,51,1,1,0,0,segunda mano/buen estado,1953,0,0,0,2,1,1,0,08006,2022-02-09
96689236,Alquiler de Estudio en calle de Sant Elies,"Sant Gervasi - Galvany, Barcelona",895,54,0,1,0,1,segunda mano/buen estado,1960,1,1,1,5,1,1,1,08006,2022-02-09
96386239,Alquiler de Piso en El Putxet i el Farró,"Sarrià-Sant Gervasi, Barcelona",1650,77,2,1,1,1,segunda mano/buen estado,1953,0,1,0,1,1,1,0,08006,2022-02-09
96686842,"Alquiler de Piso en calle de Muntaner, 470","Sant Gervasi - Galvany, Barcelona",1290,90,4,1,0,0,segunda mano/buen estado,,0,1,0,4,1,1,1,08006,2022-02-09
96386231,Alquiler de Piso en El Putxet i el Farró,"Sarrià-Sant Gervasi, Barcelona",1650,78,2,1,0,0,segunda mano/buen estado,1953,0,1,0,3,1,1,0,08006,2022-02-09
96682734,Alquiler de Piso en calle Balmes,"Sant Gervasi - Galvany, Barcelona",2000,218,3,3,0,0,segunda mano/buen estado,1948,1,0,0,4,1,1,1,08006,2022-02-09
96682062,Alquiler de Piso en calle de Septimània,"El Putxet i el Farró, Barcelona",950,65,3,1,0,0,segunda mano/buen estado,1967,0,0,0,0,0,1,1,08006,2022-02-09
96680683,Alquiler de Ático en ronda del General Mitre,"El Putxet i el Farró, Barcelona",2000,115,4,1,1,0,segunda mano/buen estado,,0,1,1,8,0,1,1,08006,2022-02-09
96677910,Alquiler de Piso en Sant Elies,"Sant Gervasi - Galvany, Barcelona",895,54,1,1,0,1,segunda mano/buen estado,,1,1,1,6,1,1,1,08006,2022-02-09
96238381,Alquiler de Ático en avenida Diagonal,"Sant Gervasi - Galvany, Barcelona",3600,108,2,1,1,0,segunda mano/buen estado,1954,0,1,1,9,1,1,1,08006,2022-02-09
90817623,Alquiler de Piso en Sant Gervasi - Galvany,"Sarrià-Sant Gervasi, Barcelona",895,54,1,1,0,1,segunda mano/buen estado,,1,1,1,5,0,1,1,08006,2022-02-09
91960784,Alquiler de Estudio en El Putxet i el Farró,"Sarrià-Sant Gervasi, Barcelona",1187,70,0,1,0,0,segunda mano/buen estado,2010,0,1,0,0,0,1,1,08006,2022-02-09
96413313,Alquiler de Piso en Sant Gervasi - Galvany,"Sarrià-Sant Gervasi, Barcelona",2550,93,2,3,0,1,segunda mano/buen estado,2022,0,1,0,7,1,1,1,08006,2022-02-09
96425369,Alquiler de Piso en Sant Gervasi - Galvany,"Sarrià-Sant Gervasi, Barcelona",2750,92,3,2,0,1,segunda mano/buen estado,2022,0,1,0,7,1,1,1,08006,2022-02-09
96424314,Alquiler de Piso en Sant Gervasi - Galvany,"Sarrià-Sant Gervasi, Barcelona",2500,75,2,2,0,0,segunda mano/buen estado,1969,0,1,0,6,0,1,1,08006,2022-02-09
95668867,Alquiler de Piso en calle de Tuset,"Sant Gervasi - Galvany, Barcelona",2950,260,6,3,1,0,segunda mano/buen estado,1949,1,0,0,4,1,1,1,08006,2022-02-09
96336768,Alquiler de Piso en calle de les Santjoanistes,"El Putxet i el Farró, Barcelona",1350,83,3,3,0,1,segunda mano/buen estado,,0,0,0,3,0,1,1,08006,2022-02-09
95752757,Alquiler de Piso en calle de Guillem Tell,"El Putxet i el Farró, Barcelona",1550,65,2,2,0,1,segunda mano/buen estado,2021,1,1,0,2,1,1,1,08006,2022-02-09
96067340,Alquiler de Piso en Sant Gervasi - Galvany,"Sarrià-Sant Gervasi, Barcelona",2300,184,4,2,0,0,segunda mano/buen estado,1940,1,1,1,0,1,1,1,08006,2022-02-09
95826653,Alquiler de Piso en El Putxet i el Farró,"Sarrià-Sant Gervasi, Barcelona",900,50,1,1,0,1,segunda mano/buen estado,,0,1,0,0,0,1,1,08006,2022-02-09
96638959,Alquiler de Piso en calle de Saragossa,"El Putxet i el Farró, Barcelona",1900,64,2,1,0,0,segunda mano/buen estado,1962,1,1,1,0,1,1,1,08006,2022-02-09
39345400,Alquiler de Piso en calle de balmes,"Sant Gervasi - Galvany, Barcelona",1550,75,2,2,0,1,segunda mano/buen estado,,0,1,1,3,1,1,0,08006,2022-02-09
95193234,Alquiler de Ático en calle de Balmes,"Sant Gervasi - Galvany, Barcelona",7000,225,5,4,1,0,segunda mano/buen estado,1943,1,1,1,6,1,1,1,08006,2022-02-09
91716977,Alquiler de Piso en travesía de Gràcia,"Sant Gervasi - Galvany, Barcelona",1900,140,5,2,0,1,segunda mano/buen estado,1934,0,0,0,5,1,1,1,08006,2022-02-09
96539542,Alquiler de Piso en Sant Gervasi - Galvany,"Sarrià-Sant Gervasi, Barcelona",2300,163,5,2,1,1,segunda mano/buen estado,,0,1,1,0,0,1,1,08006,2022-02-09
96496278,Alquiler de Piso en Sant Gervasi - Galvany,"Sarrià-Sant Gervasi, Barcelona",3250,158,4,2,1,1,segunda mano/buen estado,1944,1,1,0,0,0,1,1,08006,2022-02-09
93213704,Alquiler de Piso en calle de Manuel Angelon,"El Putxet i el Farró, Barcelona",875,60,1,1,0,1,segunda mano/buen estado,,1,1,1,2,1,1,1,08006,2022-02-09
96602330,"Alquiler de Piso en via Augusta, 59","Sant Gervasi - Galvany, Barcelona",1700,65,2,2,0,0,,,1,1,1,3,0,1,1,08006,2022-02-09
96505929,"Alquiler de Ático en via Augusta, 59","Sant Gervasi - Galvany, Barcelona",4500,139,3,2,1,0,,,1,1,1,8,0,1,1,08006,2022-02-09
95795551,Alquiler de Piso en Sant Gervasi - Galvany,"Sarrià-Sant Gervasi, Barcelona",2500,119,3,2,1,1,segunda mano/buen estado,1944,1,1,0,0,0,1,0,08006,2022-02-09
95795550,Alquiler de Piso en Sant Gervasi - Galvany,"Sarrià-Sant Gervasi, Barcelona",2700,102,3,2,1,1,segunda mano/buen estado,1944,1,1,0,0,0,1,1,08006,2022-02-09
95795549,Alquiler de Piso en Sant Gervasi - Galvany,"Sarrià-Sant Gervasi, Barcelona",2700,92,3,2,1,1,segunda mano/buen estado,1944,1,1,0,0,0,1,1,08006,2022-02-09
95782744,Alquiler de Piso en Sant Gervasi - Galvany,"Sarrià-Sant Gervasi, Barcelona",2300,89,2,2,1,1,segunda mano/buen estado,,1,1,0,0,0,1,0,08006,2022-02-09
95548436,Alquiler de Piso en Sant Gervasi - Galvany,"Sarrià-Sant Gervasi, Barcelona",2100,89,2,2,1,1,segunda mano/buen estado,,1,1,0,0,0,1,0,08006,2022-02-09
95536005,Alquiler de Piso en Sant Gervasi - Galvany,"Sarrià-Sant Gervasi, Barcelona",2750,109,3,2,1,1,segunda mano/buen estado,,1,1,0,0,0,1,1,08006,2022-02-09
95536012,Alquiler de Piso en Sant Gervasi - Galvany,"Sarrià-Sant Gervasi, Barcelona",2550,80,2,3,1,1,segunda mano/buen estado,,1,1,0,0,0,1,1,08006,2022-02-09
95535986,Alquiler de Piso en Sant Gervasi - Galvany,"Sarrià-Sant Gervasi, Barcelona",2750,93,3,2,1,1,segunda mano/buen estado,,1,1,0,0,0,1,1,08006,2022-02-09
95535985,Alquiler de Piso en Sant Gervasi - Galvany,"Sarrià-Sant Gervasi, Barcelona",2400,102,3,2,1,1,segunda mano/buen estado,,1,1,0,0,0,1,1,08006,2022-02-09
95535971,Alquiler de Piso en Sant Gervasi - Galvany,"Sarrià-Sant Gervasi, Barcelona",2400,91,3,2,1,1,segunda mano/buen estado,,1,1,0,0,0,1,0,08006,2022-02-09
95440091,Alquiler de Piso en Sant Gervasi - Galvany,"Sarrià-Sant Gervasi, Barcelona",2300,91,3,2,1,1,segunda mano/buen estado,1944,1,1,0,0,0,1,0,08006,2022-02-09
94923111,Alquiler de Piso en Sant Gervasi - Galvany,"Sarrià-Sant Gervasi, Barcelona",2200,89,2,2,1,1,segunda mano/buen estado,,1,1,0,0,0,1,0,08006,2022-02-09
36138395,Alquiler de Piso en tuset,"Sant Gervasi - Galvany, Barcelona",2950,260,6,3,1,0,segunda mano/buen estado,,0,0,0,4,1,1,1,08006,2022-02-09
94588665,Alquiler de Ático en Sant Gervasi - Galvany,"Sarrià-Sant Gervasi, Barcelona",7000,225,4,5,1,0,segunda mano/buen estado,,1,1,1,6,0,1,1,08006,2022-02-09
92529141,"Alquiler de Piso en calle de Sant Elies, 1","Sant Gervasi - Galvany, Barcelona",895,54,1,1,0,1,segunda mano/buen estado,,1,1,1,5,1,1,1,08006,2022-02-09
85769589,Alquiler de Dúplex en calle de Ríos Rosas,"El Putxet i el Farró, Barcelona",1000,60,2,2,0,0,segunda mano/buen estado,,1,1,0,5,1,1,1,08006,2022-02-09
96340424,"Alquiler de Ático en via Augusta, 59","Sant Gervasi - Galvany, Barcelona",3800,126,3,3,0,0,,,1,1,1,8,0,1,0,08006,2022-02-09
96043191,"Alquiler de Piso en calle de Guillem Tell, 6","El Putxet i el Farró, Barcelona",1550,70,2,2,1,1,segunda mano/buen estado,2021,1,1,0,2,1,1,1,08006,2022-02-09
93467855,Alquiler de Estudio en calle de Saragossa,"El Putxet i el Farró, Barcelona",895,21,0,1,0,0,segunda mano/buen estado,,0,1,1,4,1,1,0,08006,2022-02-09
92727068,Alquiler de Estudio en calle de Saragossa,"El Putxet i el Farró, Barcelona",975,33,0,1,1,0,segunda mano/buen estado,,0,1,1,1,1,1,0,08006,2022-02-09
91818143,Alquiler de Estudio en calle de Saragossa,"El Putxet i el Farró, Barcelona",895,28,0,1,0,0,segunda mano/buen estado,,0,1,1,1,1,1,1,08006,2022-02-09
96518089,Alquiler de Ático en calle de Vallirana,"El Putxet i el Farró, Barcelona",1000,45,1,1,1,0,segunda mano/buen estado,,1,1,0,9,0,1,1,08006,2022-02-09
94318054,"Alquiler de Piso en avenida Diagonal, 462","Vila de Gràcia, Barcelona",3000,100,2,2,1,0,segunda mano/buen estado,1920,1,1,1,8,1,1,1,08006,2022-02-09
96508625,Alquiler de Piso en calle d'Hercegovina,"Sant Gervasi - Galvany, Barcelona",990,57,2,1,0,0,segunda mano/buen estado,,0,0,0,1,0,1,1,08006,2022-02-09
96066945,Alquiler de Ático en balmes,"Sant Gervasi - Galvany, Barcelona",1800,71,1,1,1,0,segunda mano/buen estado,1967,1,1,1,9,1,1,1,08006,2022-02-09
95633870,"Alquiler de Piso en calle d'Aribau, 250","Sant Gervasi - Galvany, Barcelona",2200,167,5,2,0,1,segunda mano/buen estado,1940,1,1,0,3,1,1,1,08006,2022-02-09
96660775,"Alquiler de Piso en calle Balmes, 207","Sant Gervasi - Galvany, Barcelona",2210,192,5,3,0,1,segunda mano/buen estado,,0,1,0,6,1,1,1,08006,2022-02-09
96603887,"Alquiler de Piso en via Augusta, 59","Sant Gervasi - Galvany, Barcelona",2200,85,3,2,0,0,,,1,1,1,5,0,1,1,08006,2022-02-09
96300884,"Alquiler de Piso en calle de Balmes, 233","Sant Gervasi - Galvany, Barcelona",2565,257,5,3,1,1,segunda mano/buen estado,1957,1,1,0,4,1,1,1,08006,2022-02-09
94580462,Alquiler de Ático en Av. Diagonal,"Vila de Gràcia, Barcelona",2950,90,2,2,1,0,segunda mano/buen estado,,1,1,1,6,1,1,1,08006,2022-02-09
90586375,"Alquiler de Piso en calle de l'Avenir, 8","Sant Gervasi - Galvany, Barcelona",4500,93,2,2,1,0,segunda mano/buen estado,,1,1,1,2,0,1,1,08006,2022-02-09
96622047,Alquiler de Piso en calle De Descartes,"Sant Gervasi - Galvany, Barcelona",1300,43,1,1,0,0,segunda mano/buen estado,,1,1,1,3,1,1,1,08006,2022-02-09
96293812,"Alquiler de Piso en calle Balmes, 233","Sant Gervasi - Galvany, Barcelona",2565,257,5,4,1,1,segunda mano/buen estado,1957,1,0,0,4,1,1,1,08006,2022-02-09
83047992,"Alquiler de Piso en general mitre, 132","Sant Gervasi - Galvany, Barcelona",1495,112,3,2,0,1,segunda mano/buen estado,1970,1,1,0,5,1,1,1,08006,2022-02-09
96421744,"Alquiler de Piso en travesía de Gràcia, 69","Sant Gervasi - Galvany, Barcelona",1212,106,5,2,0,1,segunda mano/buen estado,1930,0,1,0,4,1,1,1,08006,2022-02-09
89774752,Alquiler de Piso en muntaner,"Sant Gervasi - Galvany, Barcelona",3700,310,6,4,0,1,segunda mano/buen estado,1950,1,1,1,4,1,1,1,08006,2022-02-09
96415151,Alquiler de Piso en calle de Tuset,"Sant Gervasi - Galvany, Barcelona",2950,245,6,3,0,1,segunda mano/buen estado,1950,0,1,0,4,1,1,1,08006,2022-02-09
96359276,Alquiler de Piso en Balmes,"Sant Gervasi - Galvany, Barcelona",3900,388,8,6,0,1,,1936,1,1,0,3,0,1,1,08006,2022-02-09
96581145,Alquiler de Piso en calle de Muntaner,"Sant Gervasi - Galvany, Barcelona",2500,190,4,3,1,1,segunda mano/buen estado,1927,0,0,0,2,1,1,1,08006,2022-02-09
96650684,Alquiler de Piso en calle eusebi,"Sant Gervasi - Galvany, Barcelona",1250,60,1,1,1,0,segunda mano/buen estado,,0,1,1,0,1,1,1,08006,2022-02-09
93683879,Alquiler de Piso en calle de Marià Cubí,"Sant Gervasi - Galvany, Barcelona",1400,60,2,1,0,0,segunda mano/buen estado,,1,1,1,1,0,0,0,08006,2022-02-09
96658199,Alquiler de Estudio en Santa Peronella,"Sant Gervasi - Galvany, Barcelona",800,42,0,1,0,0,segunda mano/buen estado,1976,1,1,1,1,1,1,1,08006,2022-02-09
96637977,Alquiler de Piso en calle de Balmes,"Sant Gervasi - Galvany, Barcelona",4500,416,4,4,0,0,segunda mano/buen estado,1958,1,0,0,6,1,1,0,08006,2022-02-09
96624777,Alquiler de Piso en avenida Diagonal,"Vila de Gràcia, Barcelona",2480,120,3,2,0,1,segunda mano/buen estado,1920,1,0,0,2,1,1,1,08006,2022-02-09
96199759,Alquiler de Piso en calle de Balmes,"Sant Gervasi - Galvany, Barcelona",1890,130,3,2,0,0,segunda mano/buen estado,1947,0,0,0,3,1,1,1,08006,2022-02-09
92291392,Alquiler de Piso en calle de Muntaner,"Sant Gervasi - Galvany, Barcelona",4235,105,3,2,0,0,segunda mano/buen estado,,0,1,1,4,1,1,0,08006,2022-02-09
28979394,Alquiler de Ático en calle Vallirana,"El Putxet i el Farró, Barcelona",1200,55,2,1,0,1,segunda mano/buen estado,,1,1,1,3,1,1,1,08006,2022-02-09
93207689,Alquiler de Piso en ronda del General Mitre,"El Putxet i el Farró, Barcelona",1000,51,1,1,0,1,segunda mano/buen estado,1979,1,1,1,4,1,1,0,08006,2022-02-09
96306340,Alquiler de Ático en calle de Balmes,"El Putxet i el Farró, Barcelona",1400,50,1,1,1,0,segunda mano/buen estado,1930,1,1,0,6,0,1,1,08006,2022-02-09
96245040,Alquiler de Piso en ronda GENERAL MITRE,"El Putxet i el Farró, Barcelona",1850,148,3,2,0,0,segunda mano/buen estado,1953,1,1,0,6,0,1,1,08006,2022-02-09
90936793,Alquiler de Piso en Balmes,"El Putxet i el Farró, Barcelona",1400,55,1,1,1,1,segunda mano/buen estado,1920,1,1,0,6,1,1,1,08006,2022-02-09
96643408,Alquiler de Piso en Vila de Gràcia,"Gràcia, Barcelona",2480,116,3,2,0,0,segunda mano/buen estado,,0,0,0,2,0,1,1,08006,2022-02-09
96076488,Alquiler de Ático en Av. Diagonal,"Vila de Gràcia, Barcelona",2950,90,2,2,1,0,segunda mano/buen estado,,1,1,1,5,1,1,1,08006,2022-02-09
96664114,Alquiler de Piso en calle de Lincoln,"Sant Gervasi - Galvany, Barcelona",900,50,1,1,0,0,segunda mano/buen estado,1979,1,1,1,0,0,1,1,08006,2022-02-09
96605570,Alquiler de Piso en calle de Jules Verne,"El Putxet i el Farró, Barcelona",952,48,1,1,0,0,segunda mano/buen estado,2007,1,0,0,2,1,1,1,08006,2022-02-09
83690213,Alquiler de Piso en calle de la Granada del Penedès,"Sant Gervasi - Galvany, Barcelona",1095,25,1,1,0,0,segunda mano/buen estado,,0,1,1,1,1,1,0,08006,2022-02-09
81438150,Alquiler de Ático en Balmes,"Sant Gervasi - Galvany, Barcelona",7500,324,4,3,1,0,segunda mano/buen estado,,1,1,1,9,0,1,1,08006,2022-02-09
88775108,Alquiler de Piso en travesía de Gràcia,"Sant Gervasi - Galvany, Barcelona",1950,140,5,2,0,1,segunda mano/buen estado,1980,0,1,0,5,0,1,1,08006,2022-02-09
95079498,Alquiler de Piso en Doctor Rizal,"Vila de Gràcia, Barcelona",2550,70,1,1,1,0,segunda mano/buen estado,,1,1,1,0,1,1,1,08006,2022-02-09
82725037,"Alquiler de Piso en Vallirana, 47","El Putxet i el Farró, Barcelona",1350,76,2,1,0,1,segunda mano/buen estado,1900,1,1,0,1,1,0,1,08006,2022-02-09
95672047,Alquiler de Piso en calle Balmes,"Sant Gervasi - Galvany, Barcelona",2018,171,3,3,0,0,segunda mano/buen estado,1948,1,1,0,4,1,1,1,08006,2022-02-09
30771978,Alquiler de Piso en pàdua,"El Putxet i el Farró, Barcelona",1300,96,4,1,1,0,segunda mano/buen estado,,0,1,1,0,1,1,1,08006,2022-02-09
90231836,Alquiler de Ático en calle balmes,"El Putxet i el Farró, Barcelona",1400,50,1,1,1,0,segunda mano/buen estado,,1,0,0,6,0,1,1,08006,2022-02-09
96661933,"Alquiler de Piso en Balmes, 341","Sant Gervasi - Galvany, Barcelona",1300,100,3,2,0,0,segunda mano/buen estado,,0,1,0,2,0,1,1,08006,2022-02-09
96610281,Alquiler de Piso en travesía de Gràcia,"Sant Gervasi - Galvany, Barcelona",1900,142,4,3,0,1,segunda mano/buen estado,1945,1,1,0,3,1,1,1,08006,2022-02-09
96337623,Alquiler de Piso en calle del Francolí,"El Putxet i el Farró, Barcelona",1050,53,2,1,0,0,segunda mano/buen estado,1956,0,0,0,2,1,1,1,08006,2022-02-09
96601631,Alquiler de Ático en calle Madrazo s/n,"Sant Gervasi - Galvany, Barcelona",1300,86,2,2,1,0,segunda mano/buen estado,1920,0,1,0,6,0,1,1,08006,2022-02-09
96490949,Alquiler de Piso en calle de Tuset,"Sant Gervasi - Galvany, Barcelona",2950,260,6,3,1,1,segunda mano/buen estado,,1,0,0,4,1,1,1,08006,2022-02-09
96410939,"Alquiler de Piso en avenida Diagonal, 515","Sant Gervasi - Galvany, Barcelona",3000,250,5,3,0,0,segunda mano/buen estado,,0,0,0,7,0,1,1,08006,2022-02-09
96232318,Alquiler de Piso en calle de la Gleva,"El Putxet i el Farró, Barcelona",1050,45,2,1,1,0,segunda mano/buen estado,,1,0,0,0,0,0,1,08006,2022-02-09
81348122,"Alquiler de Piso en calle de la Gleva, 34 -36","El Putxet i el Farró, Barcelona",1195,83,3,2,0,1,segunda mano/buen estado,,1,1,0,1,1,1,1,08006,2022-02-09
