,name,zone,price,square_mt,rooms,wc,terraza,balcon,estado,año,armarios,cocina,amueblado,planta,calef,asc,exterior,cp,extract_day
90172311,"Alquiler de Piso en calle de Sants, 384","La Maternitat i Sant Ramon, Barcelona",1300,92,4,1,1,1,segunda mano/buen estado,,1,1,1,3,1,1,1,08028,2022-02-05
96413591,"Alquiler de Piso en calle de Sants, 125","Sants, Barcelona",1600,150,4,3,1,1,segunda mano/buen estado,,0,1,0,1,0,1,1,08028,2022-02-05
89237106,Alquiler de Estudio en calle Gerard Piera,"Les Corts, Barcelona",1900,70,0,1,0,0,segunda mano/buen estado,,1,1,1,0,1,0,0,08028,2022-02-05
90272983,"Alquiler de Piso en calle de Bassegoda, 24","Sants - Badal, Barcelona",700,57,1,1,0,1,segunda mano/buen estado,,1,1,1,4,0,1,1,08028,2022-02-05
96572979,Alquiler de Ático en calle de Violant d'Hongria Reina d'Aragó,"Sants, Barcelona",770,55,3,1,0,0,segunda mano/buen estado,,0,0,0,4,0,0,1,08028,2022-02-05
96488022,Alquiler de Piso en calle del Cardenal Reig,"La Maternitat i Sant Ramon, Barcelona",1600,90,3,2,1,0,segunda mano/buen estado,,1,1,1,10,1,1,1,08028,2022-02-05
96379853,Alquiler de Piso en Europa,"Les Corts, Barcelona",1166,80,2,1,0,0,segunda mano/buen estado,,1,1,1,2,1,1,1,08028,2022-02-05
95169572,"Alquiler de Ático en Urb. centro, Sants - Badal","Sants-Montjuïc, Barcelona",820,41,1,1,0,0,segunda mano/buen estado,1975,0,0,0,5,0,1,1,08028,2022-02-05
92115200,Alquiler de Piso en calle de Sabino Arana,"La Maternitat i Sant Ramon, Barcelona",1750,130,4,3,1,1,segunda mano/buen estado,,1,0,0,2,1,1,1,08028,2022-02-05
96320063,"Alquiler de Dúplex en calle de Carreras i Candi, 32","Sants - Badal, Barcelona",1000,67,2,1,1,1,segunda mano/buen estado,1969,1,0,0,6,1,1,1,08028,2022-02-05
96280184,Alquiler de Piso en VENTURA PLAJA s/n,"Sants - Badal, Barcelona",700,60,2,2,0,0,segunda mano/buen estado,,0,0,0,0,0,0,0,08028,2022-02-05
91138129,Alquiler de Piso en europa,"Les Corts, Barcelona",1100,83,2,1,0,0,segunda mano/buen estado,1945,1,1,1,2,1,1,1,08028,2022-02-05
94873055,Alquiler de Piso en calle de Felipe de Paz,"La Maternitat i Sant Ramon, Barcelona",950,68,3,1,0,0,segunda mano/buen estado,,0,0,0,5,0,1,1,08028,2022-02-05
96346336,"Alquiler de Piso en travesía de les Corts, 186","Les Corts, Barcelona",1750,112,3,2,1,0,segunda mano/buen estado,,0,1,0,6,1,1,1,08028,2022-02-05
91962888,Alquiler de Piso en Sants,"Sants-Montjuïc, Barcelona",814,64,3,1,0,0,segunda mano/buen estado,,0,0,0,3,0,0,1,08028,2022-02-05
91524991,Alquiler de Piso en Les Corts,"Les Corts, Barcelona",850,42,1,1,0,1,segunda mano/buen estado,,0,1,1,2,0,1,1,08028,2022-02-05
96366207,"Alquiler de Piso en calle d'Arizala, 3","Sants - Badal, Barcelona",1000,80,3,1,1,0,segunda mano/buen estado,,0,0,0,5,0,1,1,08028,2022-02-05
96222236,Alquiler de Piso en calle de Begur,"Sants - Badal, Barcelona",850,67,2,1,0,0,segunda mano/buen estado,1962,0,1,1,8,0,1,1,08028,2022-02-05
95558105,Alquiler de Piso en Av. de Madrid,"Sants, Barcelona",926,69,3,1,0,1,segunda mano/buen estado,1966,0,0,0,3,0,1,1,08028,2022-02-05
90810458,Alquiler de Piso en Joan Guell,"Les Corts, Barcelona",900,82,3,1,0,0,segunda mano/buen estado,,0,1,0,0,1,1,1,08028,2022-02-05
95586003,Alquiler de Piso en calle de Felipe de Paz,"La Maternitat i Sant Ramon, Barcelona",1500,110,4,2,0,0,segunda mano/buen estado,,0,0,0,0,1,0,1,08028,2022-02-05
92546902,"Alquiler de Piso en calle Sugranyes, 1","Sants - Badal, Barcelona",725,45,1,1,0,0,segunda mano/buen estado,,0,1,0,0,0,1,1,08028,2022-02-05
32174641,Alquiler de Piso en Sants,"Sants-Montjuïc, Barcelona",1150,85,2,1,0,0,segunda mano/buen estado,1950,0,1,0,4,0,1,1,08028,2022-02-05
95497272,"Alquiler de Piso en rambla de Badal, 233","Sants - Badal, Barcelona",1100,75,3,1,1,0,segunda mano/buen estado,,0,1,1,0,0,1,1,08028,2022-02-05
95361758,"Alquiler de Piso en Gran Via de Carles III, 4","Les Corts, Barcelona",1300,80,3,1,1,0,segunda mano/buen estado,,0,0,0,0,0,1,0,08028,2022-02-05
