,name,zone,price,square_mt,rooms,wc,terraza,balcon,estado,año,armarios,cocina,amueblado,planta,calef,asc,exterior,cp,extract_day
96649826,Alquiler de Piso en calle de Mejía Lequerica,"La Maternitat i Sant Ramon, Barcelona",1500,95,4,2,0,1,segunda mano/buen estado,1980,1,1,1,2,1,1,1,08028,2022-02-05
95904894,Alquiler de Piso en travesía de les Corts,"La Maternitat i Sant Ramon, Barcelona",1150,92,4,1,0,0,segunda mano/buen estado,,1,1,1,1,1,1,1,08028,2022-02-05
95644622,Alquiler de Piso en calle de Carreras i Candi,"Sants - Badal, Barcelona",980,72,3,1,0,1,segunda mano/buen estado,1975,0,1,1,5,0,1,1,08028,2022-02-05
96647265,Alquiler de Piso en Melcior de Palau,"Sants, Barcelona",850,47,1,1,0,0,segunda mano/buen estado,,0,1,1,0,1,0,0,08028,2022-02-05
83796272,"Alquiler de Piso en Gran Via de Carles III, Barcelona","La Maternitat i Sant Ramon, Barcelona",1200,90,4,2,0,1,segunda mano/buen estado,1971,0,1,1,6,1,1,1,08028,2022-02-05
96645457,Alquiler de Piso en avenida de Madrid,"Sants - Badal, Barcelona",985,88,3,2,1,1,segunda mano/buen estado,1974,0,0,0,0,0,0,1,08028,2022-02-05
96639039,Alquiler de Piso en Gran Via Carlos III,"La Maternitat i Sant Ramon, Barcelona",1300,130,4,2,1,0,segunda mano/buen estado,1979,0,0,0,7,1,1,1,08028,2022-02-05
96638966,Alquiler de Piso en calle del Comandant Benítez,"La Maternitat i Sant Ramon, Barcelona",1380,61,3,1,0,0,segunda mano/buen estado,,0,0,0,1,0,0,1,08028,2022-02-05
96638832,Alquiler de Piso en Gran Via de Carles III,"La Maternitat i Sant Ramon, Barcelona",1150,100,2,1,1,0,segunda mano/buen estado,,0,1,0,5,0,1,1,08028,2022-02-05
30025207,Alquiler de Piso en calle Europa,"Les Corts, Barcelona",1000,75,3,1,0,0,segunda mano/buen estado,,1,1,1,5,0,1,1,08028,2022-02-05
96638576,Alquiler de Piso en Europa,"Les Corts, Barcelona",1100,70,4,2,0,0,segunda mano/buen estado,1955,0,0,0,5,0,1,1,08028,2022-02-05
89667806,Alquiler de Piso en Sants - Badal,"Sants-Montjuïc, Barcelona",848,50,2,1,0,0,segunda mano/buen estado,,0,1,0,1,0,0,1,08028,2022-02-05
96633876,Alquiler de Estudio en calle de Mejía Lequerica,"La Maternitat i Sant Ramon, Barcelona",600,23,0,1,0,0,segunda mano/buen estado,,0,0,0,1,0,1,0,08028,2022-02-05
96399017,Alquiler de Piso en La Maternitat i Sant Ramon,"Les Corts, Barcelona",1250,86,3,2,0,0,segunda mano/buen estado,1970,1,1,1,3,1,1,1,08028,2022-02-05
96303962,Alquiler de Piso en calle d'Europa,"Les Corts, Barcelona",1166,80,2,1,0,0,segunda mano/buen estado,1952,0,1,1,2,1,1,1,08028,2022-02-05
92865179,Alquiler de Ático en Gran Via de Carles III,"La Maternitat i Sant Ramon, Barcelona",2600,272,5,5,0,0,segunda mano/buen estado,1972,0,0,0,8,1,1,1,08028,2022-02-05
94932256,Alquiler de Piso en La Maternitat i Sant Ramon,"Les Corts, Barcelona",1450,90,4,2,0,1,segunda mano/buen estado,1974,0,1,0,0,1,1,1,08028,2022-02-05
96508995,"Alquiler de Piso en calle del Regent Mendieta, 14","La Maternitat i Sant Ramon, Barcelona",1094,77,3,1,0,1,segunda mano/buen estado,1963,0,1,1,1,0,1,1,08028,2022-02-05
96463542,"Alquiler de Piso en calle de Galileu, 335","Les Corts, Barcelona",1200,80,3,1,0,1,segunda mano/buen estado,,1,0,0,2,1,1,1,08028,2022-02-05
96615101,Alquiler de Ático en calle de Violant d'Hongria Reina d'Aragó,"Sants, Barcelona",900,66,1,1,1,0,segunda mano/buen estado,1953,0,1,1,5,1,1,1,08028,2022-02-05
96606900,Alquiler de Piso en calle Benavent,"La Maternitat i Sant Ramon, Barcelona",1005,55,2,1,1,0,segunda mano/buen estado,1940,0,1,0,0,1,1,1,08028,2022-02-05
96592969,Alquiler de Piso en calle de Poblet,"La Maternitat i Sant Ramon, Barcelona",1100,50,1,1,1,0,segunda mano/buen estado,,1,0,0,3,1,1,1,08028,2022-02-05
90647511,Alquiler de Piso en calle de Sant Jordi,"Sants, Barcelona",2150,70,3,2,0,1,segunda mano/buen estado,,0,1,1,1,1,1,1,08028,2022-02-05
96624336,Alquiler de Piso en Cardenal Reig,"La Maternitat i Sant Ramon, Barcelona",1450,110,3,2,1,1,segunda mano/buen estado,1977,1,1,1,4,1,1,1,08028,2022-02-05
96488821,Alquiler de Piso en calle de Violant d'Hongria Reina d'Aragó,"Sants, Barcelona",850,65,2,2,0,0,segunda mano/buen estado,,0,0,0,3,0,1,0,08028,2022-02-05
96479993,"Alquiler de Piso en calle de Lluçà, 18","Les Corts, Barcelona",900,68,2,1,0,1,segunda mano/buen estado,1995,1,0,0,2,1,1,1,08028,2022-02-05
81833996,Alquiler de Piso en travesía de les Corts,"La Maternitat i Sant Ramon, Barcelona",1495,70,3,1,0,0,segunda mano/buen estado,,0,1,1,3,1,1,0,08028,2022-02-05
96390956,Alquiler de Estudio en Sugranyes,"Sants - Badal, Barcelona",1100,60,0,1,1,0,segunda mano/buen estado,,1,1,1,1,1,0,1,08028,2022-02-05
96616750,Alquiler de Ático en Av. de Madrid,"Sants - Badal, Barcelona",990,50,0,1,1,0,segunda mano/buen estado,1965,0,1,1,10,1,1,1,08028,2022-02-05
96603268,Alquiler de Ático en Av. de Madrid,"Les Corts, Barcelona",990,50,0,1,1,0,segunda mano/buen estado,1965,0,1,1,10,1,1,1,08028,2022-02-05
95570131,Alquiler de Piso en calle de Bonsoms,"Sants - Badal, Barcelona",1100,80,2,2,0,0,segunda mano/buen estado,1965,1,1,0,2,1,1,0,08028,2022-02-05
96418272,Alquiler de Piso en travesía de les Corts,"Les Corts, Barcelona",1760,123,3,2,1,0,segunda mano/buen estado,1971,1,1,0,6,1,1,1,08028,2022-02-05
96429351,Alquiler de Piso en calle de Mejía Lequerica,"La Maternitat i Sant Ramon, Barcelona",1300,80,3,2,0,1,segunda mano/buen estado,1975,0,0,0,4,1,1,0,08028,2022-02-05
96616543,Alquiler de Piso en calle de Sugranyes,"Sants - Badal, Barcelona",725,45,1,1,0,0,segunda mano/buen estado,1975,0,1,0,1,0,1,1,08028,2022-02-05
96530791,"Alquiler de Piso en calle roca, 7","La Maternitat i Sant Ramon, Barcelona",875,54,1,1,0,1,segunda mano/buen estado,,1,0,0,3,1,0,1,08028,2022-02-05
86124212,Alquiler de Piso en calle de Melcior de Palau,"Sants, Barcelona",895,46,1,1,0,0,segunda mano/buen estado,,0,1,1,0,1,0,1,08028,2022-02-05
96625489,Alquiler de Dúplex en Passatge de Jaume Roig,"La Maternitat i Sant Ramon, Barcelona",2000,212,7,3,1,0,segunda mano/buen estado,,1,1,1,0,1,0,1,08028,2022-02-05
96614754,Alquiler de Piso en Passatge Pere Rodriguez,"La Maternitat i Sant Ramon, Barcelona",1050,72,2,1,1,0,segunda mano/buen estado,,0,1,0,0,1,1,1,08028,2022-02-05
30623477,Alquiler de Piso en calle de mejia lequerica,"La Maternitat i Sant Ramon, Barcelona",1000,80,3,2,0,0,segunda mano/buen estado,1975,1,1,1,1,1,1,1,08028,2022-02-05
95272013,Alquiler de Piso en calle d'Arizala,"Sants - Badal, Barcelona",950,65,3,2,1,0,segunda mano/buen estado,1964,0,0,0,4,0,1,1,08028,2022-02-05
40183426,Alquiler de Piso en avenida de Madrid,"Sants - Badal, Barcelona",1195,70,2,1,0,0,segunda mano/buen estado,,0,1,1,0,1,0,0,08028,2022-02-05
81409674,Alquiler de Ático en plaza de Sants,"Sants, Barcelona",1450,115,2,2,1,0,segunda mano/buen estado,,1,1,1,5,0,1,1,08028,2022-02-05
88547454,Alquiler de Piso en EUROPA,"Les Corts, Barcelona",1400,82,3,2,0,0,segunda mano/buen estado,,1,1,1,4,1,1,1,08028,2022-02-05
96360547,Alquiler de Piso en avenida de Madrid,"La Maternitat i Sant Ramon, Barcelona",1091,77,3,2,0,1,segunda mano/buen estado,1975,1,0,0,5,0,1,1,08028,2022-02-05
95996381,Alquiler de Piso en rambla del Brasil,"Sants - Badal, Barcelona",1115,115,3,2,0,0,segunda mano/buen estado,1975,1,0,0,0,1,1,1,08028,2022-02-05
96401397,Alquiler de Piso en calle de Galileu,"Les Corts, Barcelona",1150,82,3,2,0,0,segunda mano/buen estado,1976,0,1,1,4,1,1,1,08028,2022-02-05
95329709,Alquiler de Piso en Sants,"Sants - Badal, Barcelona",1300,72,3,1,0,1,segunda mano/buen estado,,0,1,1,3,0,1,0,08028,2022-02-05
96420000,Alquiler de Piso en calle del Pintor Tapiró,"La Maternitat i Sant Ramon, Barcelona",1150,69,2,2,0,1,segunda mano/buen estado,,0,0,0,2,1,1,1,08028,2022-02-05
96402209,Alquiler de Piso en calle del Pintor Pahissa,"La Maternitat i Sant Ramon, Barcelona",1150,75,2,1,0,1,segunda mano/buen estado,1967,0,0,0,1,1,1,1,08028,2022-02-05
96402187,Alquiler de Piso en calle del Pintor Pahissa,"La Maternitat i Sant Ramon, Barcelona",1200,75,2,1,0,1,segunda mano/buen estado,1967,0,0,0,2,1,1,1,08028,2022-02-05
96402185,Alquiler de Piso en calle del Pintor Pahissa,"La Maternitat i Sant Ramon, Barcelona",1250,75,2,1,0,1,segunda mano/buen estado,1967,0,0,0,3,1,1,1,08028,2022-02-05
96402202,Alquiler de Piso en calle del Pintor Pahissa,"La Maternitat i Sant Ramon, Barcelona",1300,75,2,1,0,1,segunda mano/buen estado,1967,0,0,0,4,1,1,1,08028,2022-02-05
96402178,Alquiler de Estudio en calle del Pintor Pahissa,"La Maternitat i Sant Ramon, Barcelona",1300,65,0,1,1,1,segunda mano/buen estado,1967,0,0,0,5,1,1,1,08028,2022-02-05
96548901,"Alquiler de Piso en calle de Galileu, 326","Les Corts, Barcelona",978,70,1,1,0,0,segunda mano/buen estado,,0,1,0,1,0,1,1,08028,2022-02-05
96440780,Alquiler de Piso en calle de Mejía Lequerica,"La Maternitat i Sant Ramon, Barcelona",1100,85,3,2,0,0,segunda mano/buen estado,1975,0,1,1,0,0,1,1,08028,2022-02-05
96377961,Alquiler de Piso en calle del Tenor Masini,"Sants, Barcelona",1820,156,4,3,1,1,segunda mano/buen estado,1974,1,1,0,6,1,1,1,08028,2022-02-05
96197256,Alquiler de Piso en calle de Mejía Lequerica s/n,"La Maternitat i Sant Ramon, Barcelona",1300,90,3,2,0,1,segunda mano/buen estado,,0,0,0,0,1,1,0,08028,2022-02-05
93769653,"Alquiler de Dúplex en Urb. barcelona, Sants","Sants-Montjuïc, Barcelona",1650,116,2,2,1,1,segunda mano/buen estado,2019,0,1,0,2,1,1,1,08028,2022-02-05
26777154,Alquiler de Piso en Les Corts,"Les Corts, Barcelona",1100,65,2,1,1,0,segunda mano/buen estado,,1,1,1,1,1,1,1,08028,2022-02-05
96259378,"Alquiler de Piso en calle de Carreras i Candi, 38","Sants - Badal, Barcelona",1100,100,3,1,0,0,segunda mano/buen estado,1978,0,0,0,2,0,1,1,08028,2022-02-05
81722456,Alquiler de Piso en Danubi,"La Maternitat i Sant Ramon, Barcelona",975,57,2,1,0,1,segunda mano/buen estado,2018,1,0,0,3,0,1,1,08028,2022-02-05
81315561,Alquiler de Ático en Danubi,"La Maternitat i Sant Ramon, Barcelona",1150,57,2,1,1,1,segunda mano/buen estado,2018,1,1,0,4,0,1,1,08028,2022-02-05
96616405,Alquiler de Dúplex en calle Antoni de Capmany,"Sants, Barcelona",866,70,2,2,0,0,segunda mano/buen estado,1951,0,0,0,0,0,1,1,08028,2022-02-05
95711635,Alquiler de Piso en calle del Cardenal Reig,"La Maternitat i Sant Ramon, Barcelona",998,79,2,1,1,0,segunda mano/buen estado,,1,1,0,5,0,1,1,08028,2022-02-05
94976274,Alquiler de Piso en calle de Bonsoms,"Sants - Badal, Barcelona",1350,80,3,2,0,0,segunda mano/buen estado,1965,1,0,0,4,1,1,0,08028,2022-02-05
96530790,Alquiler de Piso en calle de Mejía Lequerica,"La Maternitat i Sant Ramon, Barcelona",1350,100,4,2,0,1,segunda mano/buen estado,1974,0,1,0,4,1,1,1,08028,2022-02-05
95009576,Alquiler de Piso en travesía de les Corts,"La Maternitat i Sant Ramon, Barcelona",4061,120,4,2,0,0,segunda mano/buen estado,,0,1,1,1,0,0,0,08028,2022-02-05
96166317,Alquiler de Piso en calle del Taquígraf Martí,"Les Corts, Barcelona",1265,97,3,2,1,1,segunda mano/buen estado,1972,1,1,1,3,1,1,1,08028,2022-02-05
96068383,"Alquiler de Piso en calle de Joan Güell, 192","Les Corts, Barcelona",1443,125,5,2,1,0,segunda mano/buen estado,,0,0,0,4,1,1,1,08028,2022-02-05
96517369,Alquiler de Piso en mejia lequerica,"La Maternitat i Sant Ramon, Barcelona",1300,90,3,2,1,0,segunda mano/buen estado,1975,1,0,0,3,1,1,1,08028,2022-02-05
96616686,Alquiler de Piso en calle Antoni de Capmany,"Sants, Barcelona",831,70,3,1,0,0,segunda mano/buen estado,1951,0,0,0,3,0,1,1,08028,2022-02-05
96622928,Alquiler de Piso en calle de Sugranyes,"Sants - Badal, Barcelona",725,45,1,1,0,0,segunda mano/buen estado,1975,0,1,0,1,0,1,1,08028,2022-02-05
96608691,Alquiler de Piso en calle de Sugranyes,"Sants - Badal, Barcelona",725,45,1,1,0,0,segunda mano/buen estado,1975,0,1,0,1,0,1,1,08028,2022-02-05
92180015,Alquiler de Piso en calle de Violant d'Hongria Reina d'Aragó,"Sants, Barcelona",1270,115,3,1,0,0,segunda mano/buen estado,1958,1,1,0,2,0,0,1,08028,2022-02-05
96608130,Alquiler de Piso en calle de Sugranyes,"Sants - Badal, Barcelona",725,45,1,1,0,0,segunda mano/buen estado,,1,0,0,0,1,1,1,08028,2022-02-05
86980748,Alquiler de Piso en calle d'Europa,"Les Corts, Barcelona",1000,80,2,1,0,0,segunda mano/buen estado,1952,0,0,0,2,1,1,1,08028,2022-02-05
96425470,"Alquiler de Piso en calle de Galileu, 281","Les Corts, Barcelona",1050,84,2,1,0,0,segunda mano/buen estado,,0,0,0,4,1,1,1,08028,2022-02-05
96266412,Alquiler de Piso en rambla del Brasil,"Sants - Badal, Barcelona",1115,115,3,2,0,0,segunda mano/buen estado,1975,1,1,0,0,1,1,0,08028,2022-02-05
96630669,Alquiler de Ático en calle de Poblet,"La Maternitat i Sant Ramon, Barcelona",1100,60,1,1,1,1,segunda mano/buen estado,,1,1,1,3,1,1,1,08028,2022-02-05
89967017,Alquiler de Piso en plaza DE COMAS,"Les Corts, Barcelona",750,48,1,1,0,0,segunda mano/buen estado,,1,1,1,0,0,1,1,08028,2022-02-05
33659783,Alquiler de Piso en calle de carreras i candi,"Sants - Badal, Barcelona",725,56,1,1,0,0,segunda mano/buen estado,,0,1,0,0,0,0,1,08028,2022-02-05
26794706,Alquiler de Piso en avenida de Madrid,"Les Corts, Barcelona",1820,156,4,3,1,1,segunda mano/buen estado,1974,1,1,0,6,1,1,1,08028,2022-02-05
95907706,Alquiler de Piso en calle del Comandant Benítez,"La Maternitat i Sant Ramon, Barcelona",1200,90,4,2,1,0,segunda mano/buen estado,1966,0,1,0,2,0,1,1,08028,2022-02-05
88232092,Alquiler de Piso en sants,"Sants, Barcelona",1200,66,2,1,0,0,segunda mano/buen estado,2018,1,0,0,4,0,1,1,08028,2022-02-05
95758517,Alquiler de Piso en calle de Mejía Lequerica,"La Maternitat i Sant Ramon, Barcelona",1450,112,3,2,0,1,segunda mano/buen estado,1969,1,1,0,4,1,1,1,08028,2022-02-05
95023976,Alquiler de Ático en calle de Felipe de Paz,"La Maternitat i Sant Ramon, Barcelona",1650,120,3,1,1,0,segunda mano/buen estado,,1,1,1,7,0,1,1,08028,2022-02-05
86124451,Alquiler de Dúplex en Begur,"Sants - Badal, Barcelona",1750,140,3,2,1,0,segunda mano/buen estado,2006,1,0,0,0,1,1,1,08028,2022-02-05
92063485,"Alquiler de Piso en calle de Portbou, 22","Sants - Badal, Barcelona",1100,75,2,1,1,0,segunda mano/buen estado,,0,1,0,3,0,1,1,08028,2022-02-05
96461927,Alquiler de Piso en calle de Felipe de Paz,"La Maternitat i Sant Ramon, Barcelona",974,73,4,1,0,1,segunda mano/buen estado,1969,0,1,1,4,0,1,1,08028,2022-02-05
89881410,Alquiler de Dúplex en calle de Begur,"Sants - Badal, Barcelona",1500,122,2,2,1,0,segunda mano/buen estado,,1,0,0,0,1,1,1,08028,2022-02-05
96448891,Alquiler de Ático en avenida de Madrid,"Sants - Badal, Barcelona",1337,80,3,2,1,0,segunda mano/buen estado,2021,1,1,1,7,1,1,1,08028,2022-02-05
96190931,Alquiler de Ático en calle de Galileu,"Les Corts, Barcelona",1300,70,2,1,1,0,segunda mano/buen estado,,0,1,1,6,1,1,1,08028,2022-02-05
96100882,Alquiler de Piso en calle de Joan Güell,"Sants, Barcelona",750,65,1,1,0,0,segunda mano/buen estado,,1,1,0,0,0,0,0,08028,2022-02-05
96448484,Alquiler de Piso en calle de Violant d'Hongria Reina d'Aragó,"Sants - Badal, Barcelona",875,60,3,1,0,1,segunda mano/buen estado,1963,0,0,0,3,0,1,1,08028,2022-02-05
39407718,Alquiler de Ático en calle de Violant d'Hongria Reina d'Aragó,"Sants, Barcelona",900,65,1,1,1,0,segunda mano/buen estado,,1,1,1,4,0,1,1,08028,2022-02-05
39940109,"Alquiler de Ático en riera blanca, 53","Sants - Badal, Barcelona",940,70,2,1,1,0,segunda mano/buen estado,,1,0,0,6,1,1,1,08028,2022-02-05
93298700,Alquiler de Piso en calle d'Arizala,"La Maternitat i Sant Ramon, Barcelona",750,40,1,1,0,0,segunda mano/buen estado,1929,1,1,1,0,1,1,1,08028,2022-02-05
96547026,"Alquiler de Piso en travesía de les Corts, 161","La Maternitat i Sant Ramon, Barcelona",1400,114,3,2,1,0,segunda mano/buen estado,1966,1,1,1,4,1,1,1,08028,2022-02-05
92585185,Alquiler de Piso en calle de Sugranyes,"Sants - Badal, Barcelona",700,50,1,1,0,0,segunda mano/buen estado,1975,0,0,0,1,0,1,1,08028,2022-02-05
85995442,"Alquiler de Dúplex en Urb. les corts, La Maternitat i Sant Ramon","Les Corts, Barcelona",2000,212,7,3,1,0,segunda mano/buen estado,1925,1,1,1,0,1,0,1,08028,2022-02-05
95822473,Alquiler de Piso en calle de Violant d'Hongria Reina d'Aragó,"Sants, Barcelona",1028,117,1,1,0,0,segunda mano/buen estado,,0,0,0,0,0,1,0,08028,2022-02-05
91041047,Alquiler de Piso en calle de Galileu s/n,"Les Corts, Barcelona",1500,85,3,2,0,0,segunda mano/buen estado,,0,0,0,1,1,1,1,08028,2022-02-05
96132890,Alquiler de Piso en calle Pintor Ribalta,"La Maternitat i Sant Ramon, Barcelona",1350,108,3,2,1,0,segunda mano/buen estado,1978,1,1,0,1,1,1,1,08028,2022-02-05
84278139,"Alquiler de Piso en calle de Sants, Barcelona, 388","La Maternitat i Sant Ramon, Barcelona",1550,100,4,1,1,1,segunda mano/buen estado,1970,1,1,0,2,1,1,1,08028,2022-02-05
96460435,Alquiler de Piso en calle d'Arizala,"Sants - Badal, Barcelona",975,85,3,1,0,0,segunda mano/buen estado,1974,0,0,0,4,1,1,1,08028,2022-02-05
94636959,Alquiler de Piso en calle de Violant d'Hongria Reina d'Aragó,"Sants - Badal, Barcelona",750,49,1,1,0,0,segunda mano/buen estado,1940,0,0,0,2,1,1,0,08028,2022-02-05
96369707,Alquiler de Ático en La Maternitat i Sant Ramon,"Les Corts, Barcelona",1390,76,1,1,1,0,segunda mano/buen estado,1970,1,1,0,7,1,1,1,08028,2022-02-05
86828328,Alquiler de Estudio en plaza de Comas,"Les Corts, Barcelona",750,43,0,1,0,0,segunda mano/buen estado,,0,1,1,0,0,1,0,08028,2022-02-05
95180757,Alquiler de Piso en calle de Carreras i Candi,"Sants - Badal, Barcelona",1200,92,3,1,0,0,segunda mano/buen estado,,0,1,0,0,0,1,1,08028,2022-02-05
96545327,Alquiler de Piso en Les Corts,"Les Corts, Barcelona",1400,100,2,2,0,1,segunda mano/buen estado,1971,1,0,0,9,1,1,0,08028,2022-02-05
36574869,"Alquiler de Piso en ROGER, 18","Sants - Badal, Barcelona",750,52,3,1,0,0,segunda mano/buen estado,1965,0,0,0,5,0,1,1,08028,2022-02-05
91963137,Alquiler de Piso en Sants,"Sants-Montjuïc, Barcelona",866,76,2,2,0,0,segunda mano/buen estado,,0,0,0,0,0,0,0,08028,2022-02-05
96499283,Alquiler de Piso en travesía de les Corts,"Les Corts, Barcelona",1850,115,3,2,1,0,segunda mano/buen estado,,1,1,0,6,1,1,1,08028,2022-02-05
95056516,Alquiler de Piso en calle de Sugranyes,"Sants - Badal, Barcelona",1200,60,2,1,1,0,segunda mano/buen estado,,1,0,0,5,0,1,1,08028,2022-02-05
86708298,Alquiler de Piso en calle Gerard Piera,"Les Corts, Barcelona",2000,70,2,1,0,0,segunda mano/buen estado,,0,1,1,1,0,0,0,08028,2022-02-05
96303797,Alquiler de Piso en LLUÇA,"Les Corts, Barcelona",1140,91,4,2,1,0,segunda mano/buen estado,1971,0,1,1,5,1,1,1,08028,2022-02-05
90841735,Alquiler de Piso en Pobla de Lillet,"Les Corts, Barcelona",740,47,3,1,0,0,segunda mano/buen estado,1972,0,1,0,0,1,1,1,08028,2022-02-05
90405044,Alquiler de Ático en calle de Bassegoda,"Sants - Badal, Barcelona",950,47,2,1,0,1,segunda mano/buen estado,,0,1,1,5,0,1,1,08028,2022-02-05
95977677,Alquiler de Piso en calle del Cardenal Reig,"La Maternitat i Sant Ramon, Barcelona",950,74,3,1,0,0,segunda mano/buen estado,,0,0,0,0,0,1,1,08028,2022-02-05
95844509,Alquiler de Piso en calle de l'Escultor Canet,"Sants - Badal, Barcelona",775,56,2,1,0,0,segunda mano/buen estado,,0,0,0,1,0,1,1,08028,2022-02-05
30404057,Alquiler de Piso en calle Violant d'Hongria,"Sants - Badal, Barcelona",1200,75,3,1,1,0,segunda mano/buen estado,,0,1,1,6,0,1,0,08028,2022-02-05
96611376,Alquiler de Piso en calle Vázquez de Mella,"Sants - Badal, Barcelona",950,55,2,1,1,0,segunda mano/buen estado,,0,1,1,3,0,0,1,08028,2022-02-05
96281090,Alquiler de Piso en La Maternitat i Sant Ramon,"Les Corts, Barcelona",1750,140,4,3,1,1,segunda mano/buen estado,1969,1,0,0,2,1,1,1,08028,2022-02-05
96086730,Alquiler de Piso en travesía de les Corts,"La Maternitat i Sant Ramon, Barcelona",890,80,4,1,0,1,segunda mano/buen estado,,0,0,0,0,0,1,1,08028,2022-02-05
95945099,Alquiler de Piso en carretera de Collblanc,"La Maternitat i Sant Ramon, Barcelona",1060,84,4,2,0,1,segunda mano/buen estado,1974,0,0,0,0,0,1,1,08028,2022-02-05
96362646,Alquiler de Piso en madrid,"La Maternitat i Sant Ramon, Barcelona",1300,86,3,1,1,0,segunda mano/buen estado,1975,1,1,1,3,1,1,1,08028,2022-02-05
96343464,Alquiler de Piso en europa,"Les Corts, Barcelona",1100,85,2,1,0,0,segunda mano/buen estado,1970,1,1,0,2,1,1,1,08028,2022-02-05
93989587,Alquiler de Estudio en calle de Joan Güell,"Les Corts, Barcelona",2050,35,0,1,0,0,segunda mano/buen estado,,0,1,1,2,0,1,0,08028,2022-02-05
93989639,Alquiler de Estudio en calle de Joan Güell,"Les Corts, Barcelona",2050,35,0,1,0,0,segunda mano/buen estado,,0,1,1,2,0,1,0,08028,2022-02-05
93989586,Alquiler de Estudio en calle de Joan Güell,"Les Corts, Barcelona",2050,35,0,1,0,0,segunda mano/buen estado,,0,1,1,2,0,1,0,08028,2022-02-05
96553341,"Alquiler de Piso en Gran Via de Carles III, 53","La Maternitat i Sant Ramon, Barcelona",1150,100,3,1,1,0,segunda mano/buen estado,,0,1,0,5,0,1,0,08028,2022-02-05
96529554,"Alquiler de Piso en avenida de Madrid, 37","La Maternitat i Sant Ramon, Barcelona",750,55,1,1,0,0,segunda mano/buen estado,1975,1,0,0,7,0,1,1,08028,2022-02-05
96491413,"Alquiler de Piso en avenida de Madrid, 35","La Maternitat i Sant Ramon, Barcelona",750,55,1,1,0,0,segunda mano/buen estado,1975,1,0,0,7,0,1,1,08028,2022-02-05
