,name,zone,price,square_mt,rooms,wc,terraza,balcon,estado,año,armarios,cocina,amueblado,planta,calef,asc,exterior,cp,extract_day
96709579,Alquiler de Piso en calle d'Ocata,"Sant Pere - Santa Caterina i la Ribera, Barcelona",790,40,1,1,0,0,segunda mano/buen estado,1860,1,1,1,5,1,1,1,08003,2022-02-09
39135722,Alquiler de Piso en La Barceloneta,"Ciutat Vella, Barcelona",1145,35,1,1,0,1,segunda mano/buen estado,,0,1,1,1,0,0,1,08003,2022-02-09
96709433,Alquiler de Piso en avenida del Marquès de l'Argentera,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1950,200,5,2,0,1,segunda mano/buen estado,1920,0,0,0,2,1,0,1,08003,2022-02-09
96437398,"Alquiler de Piso en via Laietana, 48","Sant Pere - Santa Caterina i la Ribera, Barcelona",2400,166,3,2,1,1,segunda mano/buen estado,1925,1,1,1,0,1,1,1,08003,2022-02-09
96708816,Alquiler de Piso en calle dels Mercaders,"Sant Pere - Santa Caterina i la Ribera, Barcelona",900,50,2,1,0,1,segunda mano/buen estado,,0,0,0,2,0,0,1,08003,2022-02-09
96709426,Alquiler de Dúplex en Sant Pere - Santa Caterina i la Ribera,"Ciutat Vella, Barcelona",1550,110,2,1,0,1,segunda mano/buen estado,,1,1,1,3,0,1,1,08003,2022-02-09
96708419,Alquiler de Ático en calle dels Corders,"Sant Pere - Santa Caterina i la Ribera, Barcelona",770,75,0,1,1,1,segunda mano/buen estado,,0,1,1,5,0,0,1,08003,2022-02-09
96643034,Alquiler de Piso en calle del Doctor Aiguader,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1300,57,1,1,0,0,segunda mano/buen estado,2009,1,1,1,3,1,1,1,08003,2022-02-09
96708098,Alquiler de Piso en Passatge de Sant Benet,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1150,85,3,1,1,1,segunda mano/buen estado,,0,0,0,1,0,0,1,08003,2022-02-09
96703151,Alquiler de Piso en via Laietana,"El Gòtic, Barcelona",2700,110,3,3,0,0,segunda mano/buen estado,1932,1,1,1,3,1,1,1,08003,2022-02-09
39336479,Alquiler de Ático en via LAYETANA,"El Gòtic, Barcelona",700,36,0,1,0,0,segunda mano/buen estado,1890,0,0,0,4,1,1,1,08003,2022-02-09
31202006,Alquiler de Piso en La Barceloneta,"Ciutat Vella, Barcelona",748,35,1,1,0,1,segunda mano/buen estado,1965,1,1,1,1,1,0,1,08003,2022-02-09
28401757,Alquiler de Piso en calle Canvis Nous,"Sant Pere - Santa Caterina i la Ribera, Barcelona",750,60,1,1,0,0,segunda mano/buen estado,,1,1,1,2,0,1,1,08003,2022-02-09
90407853,Alquiler de Piso en Sant Pere - Santa Caterina i la Ribera,"Ciutat Vella, Barcelona",2142,105,2,2,1,1,segunda mano/buen estado,2020,0,0,0,3,1,1,1,08003,2022-02-09
94133477,Alquiler de Piso en calle del Doctor Giné i Partagàs,"La Barceloneta, Barcelona",700,36,1,1,0,1,segunda mano/buen estado,,1,1,1,1,0,0,1,08003,2022-02-09
95041509,Alquiler de Piso en Sant Pere - Santa Caterina i la Ribera,"Ciutat Vella, Barcelona",1450,65,2,1,0,0,segunda mano/buen estado,,0,1,1,0,1,1,1,08003,2022-02-09
96704477,Alquiler de Ático en calle de Sant Elm,"La Barceloneta, Barcelona",800,36,0,1,0,0,segunda mano/buen estado,1900,1,1,1,3,1,0,1,08003,2022-02-09
95586361,Alquiler de Piso en Sant Pere - Santa Caterina i la Ribera,"Ciutat Vella, Barcelona",3000,67,1,1,0,0,segunda mano/buen estado,1850,0,0,0,0,1,1,1,08003,2022-02-09
88215579,"Alquiler de Ático en calle dels Canvis Nous, 15","Sant Pere - Santa Caterina i la Ribera, Barcelona",1300,60,1,1,1,0,segunda mano/buen estado,,1,1,1,4,1,0,1,08003,2022-02-09
96659169,Alquiler de Piso en Sant Pere - Santa Caterina i la Ribera,"Ciutat Vella, Barcelona",1050,63,1,1,0,0,segunda mano/buen estado,1810,0,1,0,0,1,1,1,08003,2022-02-09
83431328,"Alquiler de Estudio en calle de Sant Pere Més Baix, 51","Sant Pere - Santa Caterina i la Ribera, Barcelona",750,57,0,1,0,1,segunda mano/buen estado,,0,1,1,1,0,0,1,08003,2022-02-09
96615723,Alquiler de Piso en calle dels Metges,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1550,60,2,2,0,0,segunda mano/buen estado,2020,1,1,1,4,1,1,1,08003,2022-02-09
96703440,Alquiler de Dúplex en calle dels Canvis Nous s/n,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1550,110,2,1,0,0,segunda mano/buen estado,,0,1,1,3,1,1,1,08003,2022-02-09
95691790,Alquiler de Piso en La Barceloneta,"Ciutat Vella, Barcelona",1600,60,1,1,1,1,segunda mano/buen estado,,0,1,0,1,0,0,1,08003,2022-02-09
90354363,Alquiler de Ático en calle de l'Allada-Vermell,"Sant Pere - Santa Caterina i la Ribera, Barcelona",840,18,1,1,1,0,segunda mano/buen estado,,0,1,1,5,1,0,1,08003,2022-02-09
96501334,Alquiler de Piso en Cirera,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1300,70,2,2,1,0,segunda mano/buen estado,,0,1,1,1,1,0,0,08003,2022-02-09
91383623,Alquiler de Piso en calle de l'Argenter s/n,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1000,73,2,1,0,0,segunda mano/buen estado,,1,1,1,4,0,0,1,08003,2022-02-09
96501401,Alquiler de Piso en Cirera,"Sant Pere - Santa Caterina i la Ribera, Barcelona",950,45,2,1,0,1,segunda mano/buen estado,,0,1,0,2,0,0,1,08003,2022-02-09
90224571,Alquiler de Piso en Sant Pere - Santa Caterina i la Ribera,"Ciutat Vella, Barcelona",775,69,1,1,0,0,segunda mano/buen estado,1989,0,1,1,2,1,0,1,08003,2022-02-09
96065074,Alquiler de Piso en Sant Pere - Santa Caterina i la Ribera,"Ciutat Vella, Barcelona",1200,79,1,1,0,1,segunda mano/buen estado,,1,1,1,0,1,0,0,08003,2022-02-09
96696931,"Alquiler de Piso en calle de Grau i Torras, 14","La Barceloneta, Barcelona",660,45,1,1,0,0,segunda mano/buen estado,1977,1,1,1,0,1,0,1,08003,2022-02-09
93754007,Alquiler de Piso en La Barceloneta,"Ciutat Vella, Barcelona",850,45,1,1,0,0,segunda mano/buen estado,,0,1,0,2,0,0,1,08003,2022-02-09
96695859,Alquiler de Piso en La Barceloneta,"Ciutat Vella, Barcelona",800,33,1,1,0,0,segunda mano/buen estado,,0,1,1,0,0,0,1,08003,2022-02-09
96593755,Alquiler de Piso en calle d'En Mònec,"Sant Pere - Santa Caterina i la Ribera, Barcelona",950,56,1,1,1,1,segunda mano/buen estado,1900,1,1,1,3,1,0,1,08003,2022-02-09
96695328,"Alquiler de Piso en calle d'Escuder, 6","La Barceloneta, Barcelona",795,42,2,1,0,0,segunda mano/buen estado,1964,0,1,0,5,0,0,1,08003,2022-02-09
96454121,"Alquiler de Piso en calle de Jaume Giralt, 57","Sant Pere - Santa Caterina i la Ribera, Barcelona",700,39,1,1,0,1,segunda mano/buen estado,1936,0,1,0,2,0,0,1,08003,2022-02-09
96695052,Alquiler de Piso en avenida de Francesc Cambó,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1500,84,3,2,0,0,segunda mano/buen estado,1960,0,1,1,1,1,1,1,08003,2022-02-09
96694873,Alquiler de Ático en plaza de Sant Agustí Vell,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1400,100,1,1,0,0,segunda mano/buen estado,,1,1,1,4,1,0,1,08003,2022-02-09
81376991,Alquiler de Piso en La Barceloneta,"Ciutat Vella, Barcelona",744,40,1,1,0,1,segunda mano/buen estado,,1,1,1,0,0,0,1,08003,2022-02-09
96692890,Alquiler de Piso en calle de la Mare de Déu del Pilar,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1300,115,3,1,0,1,segunda mano/buen estado,1900,1,0,0,2,0,0,1,08003,2022-02-09
96691591,Alquiler de Piso en calle dels Ases,"Sant Pere - Santa Caterina i la Ribera, Barcelona",930,72,1,1,0,1,segunda mano/buen estado,1800,1,1,1,3,1,0,1,08003,2022-02-09
96691557,Alquiler de Piso en via Laietana,"Sant Pere - Santa Caterina i la Ribera, Barcelona",2800,150,3,2,0,1,segunda mano/buen estado,,1,1,1,1,0,1,1,08003,2022-02-09
96691379,Alquiler de Piso en Sant Pere - Santa Caterina i la Ribera,"Ciutat Vella, Barcelona",700,35,1,1,0,1,segunda mano/buen estado,,0,1,1,1,0,0,1,08003,2022-02-09
96691170,"Alquiler de Piso en via Laietana, 44","Sant Pere - Santa Caterina i la Ribera, Barcelona",2550,150,3,2,0,1,segunda mano/buen estado,1933,1,1,1,1,0,1,1,08003,2022-02-09
95233074,Alquiler de Piso en Soria,"La Barceloneta, Barcelona",1100,38,1,1,0,1,segunda mano/buen estado,1900,1,1,1,2,0,0,1,08003,2022-02-09
92433946,Alquiler de Estudio en calle de Vinaròs,"La Barceloneta, Barcelona",820,46,0,1,0,0,segunda mano/buen estado,1900,0,1,1,0,0,0,1,08003,2022-02-09
90647505,Alquiler de Piso en calle de la Blanqueria,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1050,45,1,1,0,0,segunda mano/buen estado,,0,1,1,1,1,0,0,08003,2022-02-09
96683649,Alquiler de Piso en calle dels Canvis Nous,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1650,110,2,1,0,0,segunda mano/buen estado,,1,1,1,3,1,1,1,08003,2022-02-09
39395123,Alquiler de Piso en calle de l'Almirall Churruca,"La Barceloneta, Barcelona",1175,77,3,1,0,0,segunda mano/buen estado,,0,1,0,1,0,1,1,08003,2022-02-09
95712904,Alquiler de Piso en Pla de Palau,"Sant Pere - Santa Caterina i la Ribera, Barcelona",3500,150,3,2,0,0,segunda mano/buen estado,,0,0,0,1,0,0,1,08003,2022-02-09
96640663,Alquiler de Piso en via Laietana,"Sant Pere - Santa Caterina i la Ribera, Barcelona",2750,136,2,2,0,0,segunda mano/buen estado,1934,0,1,0,4,1,1,1,08003,2022-02-09
96413393,Alquiler de Piso en calle de la Fusina,"Sant Pere - Santa Caterina i la Ribera, Barcelona",2450,151,3,2,0,1,segunda mano/buen estado,1900,0,0,0,2,1,1,1,08003,2022-02-09
96419433,Alquiler de Ático en avenida de Francesc Cambó,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1650,55,2,1,1,1,segunda mano/buen estado,,1,1,1,9,1,1,1,08003,2022-02-09
96604966,Alquiler de Piso en calle de Montcada,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1650,85,2,1,0,1,segunda mano/buen estado,,0,0,0,1,0,0,1,08003,2022-02-09
96640554,Alquiler de Piso en via Laietana,"Sant Pere - Santa Caterina i la Ribera, Barcelona",2050,100,2,2,0,0,segunda mano/buen estado,1934,0,1,0,4,1,1,1,08003,2022-02-09
96640501,Alquiler de Piso en via Laietana,"Sant Pere - Santa Caterina i la Ribera, Barcelona",2100,104,1,2,0,0,segunda mano/buen estado,1934,0,1,0,4,1,1,1,08003,2022-02-09
96680808,Alquiler de Piso en plaza Comercial,"Sant Pere - Santa Caterina i la Ribera, Barcelona",2100,118,3,2,0,1,segunda mano/buen estado,,1,0,0,2,1,0,1,08003,2022-02-09
96205712,Alquiler de Piso en calle del Portal Nou,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1100,55,1,1,0,1,segunda mano/buen estado,1900,0,1,1,4,1,0,1,08003,2022-02-09
96451308,Alquiler de Piso en calle de Basea,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1800,82,1,2,0,0,segunda mano/buen estado,,0,0,0,1,0,0,1,08003,2022-02-09
96469145,Alquiler de Piso en calle del Portal Nou,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1100,55,1,1,0,1,segunda mano/buen estado,1900,0,1,1,4,1,0,1,08003,2022-02-09
95725959,Alquiler de Piso en calle de l'Allada-Vermell,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1450,40,1,1,0,0,segunda mano/buen estado,,0,0,0,1,0,0,1,08003,2022-02-09
95859882,Alquiler de Piso en calle de la Proclamació,"La Barceloneta, Barcelona",1450,45,2,2,0,1,segunda mano/buen estado,,0,0,0,4,0,0,1,08003,2022-02-09
96316575,Alquiler de Piso en calle de les Semoleres,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1300,70,1,1,0,1,segunda mano/buen estado,,0,0,0,3,1,1,1,08003,2022-02-09
96547520,Alquiler de Piso en calle de la Mestrança,"La Barceloneta, Barcelona",1500,33,1,1,0,0,segunda mano/buen estado,,0,1,1,1,1,1,1,08003,2022-02-09
26630632,Alquiler de Piso en pasaje Sert,"Sant Pere - Santa Caterina i la Ribera, Barcelona",3000,150,2,1,0,0,segunda mano/buen estado,,1,1,1,4,1,1,1,08003,2022-02-09
96422639,Alquiler de Piso en avenida de Francesc Cambó,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1650,55,2,1,1,0,segunda mano/buen estado,1970,1,1,1,8,1,1,1,08003,2022-02-09
96142112,Alquiler de Estudio en calle de les Basses de Sant Pere,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1050,50,0,1,0,1,segunda mano/buen estado,,0,0,0,1,1,0,1,08003,2022-02-09
95785093,Alquiler de Piso en calle de la Reina Cristina,"Sant Pere - Santa Caterina i la Ribera, Barcelona",3200,77,2,2,0,0,segunda mano/buen estado,,0,1,1,3,1,1,1,08003,2022-02-09
96534374,Alquiler de Piso en calle del Sabateret,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1350,86,2,1,0,0,segunda mano/buen estado,1900,0,1,0,3,1,1,1,08003,2022-02-09
95785095,Alquiler de Piso en calle de la Reina Cristina,"Sant Pere - Santa Caterina i la Ribera, Barcelona",2850,57,1,1,0,0,segunda mano/buen estado,,0,1,1,1,1,1,1,08003,2022-02-09
95436202,Alquiler de Piso en calle del Doctor Aiguader,"Sant Pere - Santa Caterina i la Ribera, Barcelona",2100,70,2,2,0,0,segunda mano/buen estado,,1,1,1,2,0,1,1,08003,2022-02-09
96667252,Alquiler de Piso en Sant Pere - Santa Caterina i la Ribera,"Ciutat Vella, Barcelona",2100,90,1,1,0,0,segunda mano/buen estado,,1,1,0,0,0,1,1,08003,2022-02-09
96667260,Alquiler de Piso en Sant Pere - Santa Caterina i la Ribera,"Ciutat Vella, Barcelona",2050,85,2,2,0,0,segunda mano/buen estado,,1,1,1,0,0,1,1,08003,2022-02-09
94947031,Alquiler de Casa o chalet independiente en Golf,Sant Cugat del Vallès,3000,337,5,5,1,1,segunda mano/buen estado,1990,1,1,0,0,1,0,0,08003,2022-02-09
96388960,Alquiler de Piso en paseo d'Isabel II,"Sant Pere - Santa Caterina i la Ribera, Barcelona",3600,97,2,1,1,0,segunda mano/buen estado,1850,0,1,1,11,0,1,1,08003,2022-02-09
96388959,Alquiler de Piso en Pas de Sota Muralla,"Sant Pere - Santa Caterina i la Ribera, Barcelona",3800,100,2,2,1,0,segunda mano/buen estado,1850,0,1,1,2,0,1,1,08003,2022-02-09
96388923,Alquiler de Piso en calle de la Reina Cristina,"Sant Pere - Santa Caterina i la Ribera, Barcelona",3300,91,2,2,1,0,segunda mano/buen estado,2014,0,1,1,1,0,1,1,08003,2022-02-09
96388916,Alquiler de Piso en calle de la Reina Cristina,"Sant Pere - Santa Caterina i la Ribera, Barcelona",3300,87,2,2,1,0,segunda mano/buen estado,2014,0,1,1,1,0,1,1,08003,2022-02-09
94132900,Alquiler de Piso en La Barceloneta,"Ciutat Vella, Barcelona",4000,60,1,2,0,1,segunda mano/buen estado,1995,0,1,0,3,1,1,1,08003,2022-02-09
95449697,Alquiler de Piso en calle picasso,"Sant Pere - Santa Caterina i la Ribera, Barcelona",2200,90,2,1,0,1,segunda mano/buen estado,,1,1,1,3,1,1,1,08003,2022-02-09
84141477,Alquiler de Piso en calle del General Álvarez de Castro,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1750,80,2,2,1,0,segunda mano/buen estado,,0,1,1,0,1,1,0,08003,2022-02-09
96342354,Alquiler de Piso en Pas de Sota Muralla,"Sant Pere - Santa Caterina i la Ribera, Barcelona",3500,114,2,2,1,0,segunda mano/buen estado,2014,0,1,1,4,0,1,1,08003,2022-02-09
96388962,Alquiler de Piso en Pas de Sota Muralla,"Sant Pere - Santa Caterina i la Ribera, Barcelona",3600,100,2,1,1,0,segunda mano/buen estado,1850,0,1,1,2,0,1,1,08003,2022-02-09
96389108,Alquiler de Piso en Pas de Sota Muralla,"Sant Pere - Santa Caterina i la Ribera, Barcelona",3900,100,2,2,1,0,segunda mano/buen estado,1850,0,1,1,2,0,1,1,08003,2022-02-09
96643575,Alquiler de Piso en calle de Trafalgar,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1950,189,6,3,0,1,segunda mano/buen estado,1885,1,1,0,1,1,1,0,08003,2022-02-09
92471668,Alquiler de Dúplex en calle Sant Pere Mes Alt,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1950,70,1,1,0,1,segunda mano/buen estado,,0,1,1,0,1,0,0,08003,2022-02-09
96604425,Alquiler de Estudio en calle del Rec Comtal,"Sant Pere - Santa Caterina i la Ribera, Barcelona",2150,68,0,1,1,0,segunda mano/buen estado,,1,1,1,4,1,1,1,08003,2022-02-09
84374733,Alquiler de Piso en calle dels Assaonadors,"Sant Pere - Santa Caterina i la Ribera, Barcelona",945,32,1,1,0,1,segunda mano/buen estado,,0,1,1,3,1,0,1,08003,2022-02-09
35323737,Alquiler de Piso en calle de Vinaròs,"La Barceloneta, Barcelona",925,32,1,1,0,1,segunda mano/buen estado,,0,1,1,1,1,0,1,08003,2022-02-09
81871766,Alquiler de Piso en calle dels Assaonadors,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1400,95,2,1,0,0,segunda mano/buen estado,,0,1,1,3,1,0,1,08003,2022-02-09
83551039,Alquiler de Piso en calle d'En Cortines,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1400,47,2,1,0,1,segunda mano/buen estado,,0,1,1,2,1,1,0,08003,2022-02-09
96606754,Alquiler de Piso en calle dels Agullers,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1050,63,1,1,0,1,segunda mano/buen estado,,1,1,0,2,1,1,1,08003,2022-02-09
96212187,Alquiler de Piso en plaza de les Olles,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1275,75,1,1,0,0,segunda mano/buen estado,1900,1,1,1,1,1,0,1,08003,2022-02-09
96338188,Alquiler de Piso en Pla de Palau,"Sant Pere - Santa Caterina i la Ribera, Barcelona",3600,157,3,2,0,1,segunda mano/buen estado,,1,1,1,1,1,0,1,08003,2022-02-09
96661421,Alquiler de Piso en calle de la sal,"La Barceloneta, Barcelona",950,75,2,1,0,0,segunda mano/buen estado,1936,0,1,0,0,1,0,1,08003,2022-02-09
96617376,Alquiler de Piso en Volta dels Tamborets,"Sant Pere - Santa Caterina i la Ribera, Barcelona",760,34,2,1,0,1,segunda mano/buen estado,,0,1,1,4,0,0,1,08003,2022-02-09
81844111,"Alquiler de Ático en calle dels Pescadors, 92","La Barceloneta, Barcelona",1050,60,1,1,1,0,segunda mano/buen estado,,1,1,1,2,0,0,1,08003,2022-02-09
96379890,Alquiler de Piso en calle de Meer,"La Barceloneta, Barcelona",980,35,1,1,0,1,segunda mano/buen estado,1936,1,1,1,1,1,1,1,08003,2022-02-09
93957954,Alquiler de Piso en calle dels Flassaders,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1450,43,1,1,0,1,segunda mano/buen estado,,0,1,1,2,1,1,1,08003,2022-02-09
92568532,Alquiler de Piso en calle del Mar,"La Barceloneta, Barcelona",1550,70,1,2,1,0,segunda mano/buen estado,,0,0,0,0,0,0,0,08003,2022-02-09
31974181,Alquiler de Piso en paseo d'Isabel II,"Sant Pere - Santa Caterina i la Ribera, Barcelona",3800,100,2,2,0,0,segunda mano/buen estado,,0,0,0,0,0,1,0,08003,2022-02-09
95943414,Alquiler de Piso en paseo d'Isabel II,"Sant Pere - Santa Caterina i la Ribera, Barcelona",3000,90,2,2,0,0,segunda mano/buen estado,,0,0,0,0,0,1,0,08003,2022-02-09
87327854,Alquiler de Piso en paseo de Joan de Borbó,"La Barceloneta, Barcelona",2600,85,2,2,1,0,segunda mano/buen estado,,0,0,0,4,1,1,1,08003,2022-02-09
86697517,Alquiler de Piso en paseo de Joan de Borbó,"La Barceloneta, Barcelona",2600,85,2,2,0,0,segunda mano/buen estado,,0,1,1,5,1,1,1,08003,2022-02-09
84290710,Alquiler de Piso en paseo d'Isabel II,"Sant Pere - Santa Caterina i la Ribera, Barcelona",4650,100,2,2,0,0,segunda mano/buen estado,,0,0,0,2,0,1,1,08003,2022-02-09
88924495,Alquiler de Piso en calle de la Reina Cristina,"Sant Pere - Santa Caterina i la Ribera, Barcelona",3800,80,2,1,0,0,segunda mano/buen estado,,0,0,0,0,1,1,0,08003,2022-02-09
88978308,Alquiler de Piso en paseo d'Isabel II,"Sant Pere - Santa Caterina i la Ribera, Barcelona",2800,60,1,1,0,0,segunda mano/buen estado,,0,0,0,0,1,1,0,08003,2022-02-09
31776388,Alquiler de Piso en paseo d'Isabel II,"Sant Pere - Santa Caterina i la Ribera, Barcelona",4200,100,2,2,1,0,segunda mano/buen estado,,0,0,0,3,1,1,0,08003,2022-02-09
32555882,Alquiler de Piso en paseo d'Isabel II,"Sant Pere - Santa Caterina i la Ribera, Barcelona",5500,140,3,2,0,0,segunda mano/buen estado,,0,0,0,1,1,1,0,08003,2022-02-09
96663014,Alquiler de Piso en calle de Balboa,"La Barceloneta, Barcelona",950,60,2,1,0,1,segunda mano/buen estado,,0,1,1,2,0,0,1,08003,2022-02-09
96638039,Alquiler de Piso en calle de les Trompetes,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1050,63,1,1,0,1,segunda mano/buen estado,,1,1,0,2,0,1,1,08003,2022-02-09
85038336,Alquiler de Piso en plaza comercial,"Sant Pere - Santa Caterina i la Ribera, Barcelona",3500,120,3,2,0,0,segunda mano/buen estado,,0,1,1,4,1,1,1,08003,2022-02-09
96657956,Alquiler de Piso en calle dels Pescadors,"La Barceloneta, Barcelona",695,37,1,1,0,1,segunda mano/buen estado,1936,0,0,0,1,1,0,1,08003,2022-02-09
96004544,Alquiler de Piso en plaza Comercial,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1800,80,1,1,0,1,segunda mano/buen estado,,1,1,1,2,1,1,1,08003,2022-02-09
96389121,Alquiler de Piso en calle de la Reina Cristina,"Sant Pere - Santa Caterina i la Ribera, Barcelona",3200,77,2,2,1,0,segunda mano/buen estado,2014,0,1,1,3,0,1,1,08003,2022-02-09
96060823,"Alquiler de Piso en via Laietana, 12","Sant Pere - Santa Caterina i la Ribera, Barcelona",2700,85,2,2,0,0,segunda mano/buen estado,2021,1,1,1,4,1,1,1,08003,2022-02-09
83122761,Alquiler de Piso en calle de Sant Miquel,"La Barceloneta, Barcelona",950,27,1,1,0,1,segunda mano/buen estado,,0,1,1,3,1,0,0,08003,2022-02-09
89795365,Alquiler de Estudio en calle del Portal Nou,"Sant Pere - Santa Caterina i la Ribera, Barcelona",850,30,0,1,0,1,segunda mano/buen estado,,0,1,1,1,0,1,0,08003,2022-02-09
88579674,Alquiler de Piso en calle del Portal Nou,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1295,40,1,1,0,1,segunda mano/buen estado,,0,1,1,0,1,0,1,08003,2022-02-09
91237121,Alquiler de Piso en calle Oli,"Sant Pere - Santa Caterina i la Ribera, Barcelona",2450,70,1,1,0,1,segunda mano/buen estado,,1,1,1,1,1,0,0,08003,2022-02-09
95722012,Alquiler de Piso en plaza de les Olles,"Sant Pere - Santa Caterina i la Ribera, Barcelona",2150,60,1,1,0,1,segunda mano/buen estado,,1,1,1,1,1,1,1,08003,2022-02-09
84055547,Alquiler de Piso en Freixures,"Sant Pere - Santa Caterina i la Ribera, Barcelona",812,47,2,1,0,0,segunda mano/buen estado,,0,0,0,1,0,0,1,08003,2022-02-09
35324379,Alquiler de Piso en calle de la Reina Cristina,"Sant Pere - Santa Caterina i la Ribera, Barcelona",2400,70,2,1,0,1,segunda mano/buen estado,1840,0,1,1,4,1,1,1,08003,2022-02-09
35486557,Alquiler de Piso en calle de la Reina Cristina,"Sant Pere - Santa Caterina i la Ribera, Barcelona",2160,65,1,1,1,1,segunda mano/buen estado,2004,1,1,1,4,1,1,1,08003,2022-02-09
36067845,Alquiler de Piso en paseo d'Isabel II,"Sant Pere - Santa Caterina i la Ribera, Barcelona",4500,160,3,2,1,1,segunda mano/buen estado,1840,1,1,1,1,1,1,1,08003,2022-02-09
36068249,Alquiler de Piso en paseo d'Isabel II,"Sant Pere - Santa Caterina i la Ribera, Barcelona",3300,93,2,2,1,1,segunda mano/buen estado,1840,1,1,1,1,1,1,1,08003,2022-02-09
90243948,Alquiler de Piso en calle de les Basses de Sant Pere,"Sant Pere - Santa Caterina i la Ribera, Barcelona",1200,45,1,1,0,0,segunda mano/buen estado,,1,0,0,0,0,0,1,08003,2022-02-09
88198073,Alquiler de Estudio en calle del arc de sant onofre,"Sant Pere - Santa Caterina i la Ribera, Barcelona",650,30,0,1,0,0,segunda mano/buen estado,1929,1,1,1,4,1,0,1,08003,2022-02-09
