,name,zone,price,square_mt,rooms,wc,terraza,balcon,estado,año,armarios,cocina,amueblado,planta,calef,asc,exterior,cp,extract_day
96448929,Alquiler de Piso en calle de Pujades,"El Parc i la Llacuna del Poblenou, Barcelona",1250,100,4,1,1,0,segunda mano/buen estado,1965,0,1,0,6,1,1,1,08005,2022-02-09
96340571,Alquiler de Piso en calle de Pallars,"El Poblenou, Barcelona",890,53,2,1,0,1,segunda mano/buen estado,1935,0,0,0,2,0,1,1,08005,2022-02-09
91715064,Alquiler de Piso en calle de Pere IV,"El Parc i la Llacuna del Poblenou, Barcelona",1950,50,1,1,0,0,segunda mano/buen estado,,0,1,1,1,0,1,0,08005,2022-02-09
92070596,Alquiler de Piso en El Poblenou,"Sant Martí, Barcelona",750,50,2,1,1,0,segunda mano/buen estado,,0,0,0,0,0,0,0,08005,2022-02-09
96609109,Alquiler de Piso en El Parc i la Llacuna del Poblenou,"Sant Martí, Barcelona",1900,85,1,1,0,0,segunda mano/buen estado,,1,1,1,4,0,1,1,08005,2022-02-09
96490426,Alquiler de Piso en calle del Taulat,"El Poblenou, Barcelona",2150,53,2,1,1,1,segunda mano/buen estado,2021,1,1,1,2,1,1,1,08005,2022-02-09
96407324,Alquiler de Piso en calle de Lope de Vega,"El Poblenou, Barcelona",1200,62,1,1,0,0,segunda mano/buen estado,1923,1,1,0,0,1,1,1,08005,2022-02-09
96446768,Alquiler de Piso en El Poblenou,"Sant Martí, Barcelona",1500,120,4,2,0,1,segunda mano/buen estado,,0,1,0,4,1,1,1,08005,2022-02-09
93184203,Alquiler de Estudio en calle de Ramon Turró,"El Poblenou, Barcelona",3000,135,0,2,0,0,segunda mano/buen estado,2009,1,1,1,3,1,1,1,08005,2022-02-09
89405400,Alquiler de Piso en paseo de Calvell,"El Poblenou, Barcelona",1900,48,1,1,0,0,segunda mano/buen estado,2010,1,1,1,5,1,1,1,08005,2022-02-09
91617775,Alquiler de Piso en calvell,"El Poblenou, Barcelona",2100,65,2,2,0,0,segunda mano/buen estado,,1,1,1,2,1,1,1,08005,2022-02-09
88600514,Alquiler de Piso en El Poblenou,"Sant Martí, Barcelona",1100,91,2,2,0,1,segunda mano/buen estado,,0,1,0,3,1,1,1,08005,2022-02-09
95719874,Alquiler de Piso en paseo de Calvell,"El Poblenou, Barcelona",3500,80,2,2,0,0,segunda mano/buen estado,2010,1,1,1,8,1,1,1,08005,2022-02-09
96658685,"Alquiler de Piso en Urb. Diagonal mar, El Poblenou","Sant Martí, Barcelona",1700,90,3,2,0,0,segunda mano/buen estado,,1,1,0,4,1,1,1,08005,2022-02-09
96473981,Alquiler de Piso en El Poblenou,"Sant Martí, Barcelona",1311,84,1,1,0,0,segunda mano/buen estado,,0,0,0,1,0,1,1,08005,2022-02-09
96406427,Alquiler de Piso en calle de Lope de Vega,"El Poblenou, Barcelona",1200,63,1,1,0,0,segunda mano/buen estado,,1,1,0,0,1,1,1,08005,2022-02-09
87488341,"Alquiler de Ático en calle de Lope de Vega, 64","El Poblenou, Barcelona",2050,200,2,2,1,0,segunda mano/buen estado,,1,1,1,2,0,0,1,08005,2022-02-09
83541998,"Alquiler de Piso en calle de Taulat, 74","El Poblenou, Barcelona",2000,50,1,1,0,0,segunda mano/buen estado,2018,1,0,0,1,1,1,1,08005,2022-02-09
90332624,Alquiler de Piso en calle de Moscou,"La Vila Olímpica del Poblenou, Barcelona",1850,135,4,2,0,1,segunda mano/buen estado,,1,1,0,4,1,1,1,08005,2022-02-09
96674840,Alquiler de Estudio en La Vila Olímpica del Poblenou,"Sant Martí, Barcelona",800,41,0,1,1,0,segunda mano/buen estado,1934,0,1,1,2,0,0,1,08005,2022-02-09
90464341,Alquiler de Piso en calle de Pujades,"El Poblenou, Barcelona",950,58,2,1,0,1,segunda mano/buen estado,,0,1,1,2,0,0,0,08005,2022-02-09
96311461,Alquiler de Estudio en calle d'Àlaba,"El Parc i la Llacuna del Poblenou, Barcelona",1800,84,0,1,0,0,segunda mano/buen estado,1975,1,1,1,4,0,1,1,08005,2022-02-09
96180729,"Alquiler de Dúplex en calle de Lope de Vega, 71","El Poblenou, Barcelona",1200,65,1,1,1,0,segunda mano/buen estado,2011,0,1,1,0,1,1,1,08005,2022-02-09
96627572,Alquiler de Piso en El Poblenou,"Sant Martí, Barcelona",1120,70,3,1,0,1,segunda mano/buen estado,,0,1,0,2,1,1,1,08005,2022-02-09
96437682,Alquiler de Piso en calle de Rosa Sensat,"La Vila Olímpica del Poblenou, Barcelona",2175,100,3,2,1,0,segunda mano/buen estado,1992,1,1,1,0,1,1,1,08005,2022-02-09
96059486,Alquiler de Casa o chalet independiente en La Vila Olímpica del Poblenou,"Sant Martí, Barcelona",2400,182,4,2,1,0,segunda mano/buen estado,1992,1,1,0,0,1,0,0,08005,2022-02-09
85250779,Alquiler de Piso en calle del Taulat,"El Poblenou, Barcelona",2731,50,1,1,0,0,segunda mano/buen estado,,0,1,1,1,0,1,0,08005,2022-02-09
95302046,Alquiler de Piso en calle del Taulat,"El Poblenou, Barcelona",2729,50,1,1,0,0,segunda mano/buen estado,,0,1,1,1,0,0,0,08005,2022-02-09
96272214,Alquiler de Piso en calle d'Espronceda,"El Poblenou, Barcelona",850,50,2,1,0,0,segunda mano/buen estado,,1,0,0,1,1,1,0,08005,2022-02-09
87920653,Alquiler de Piso en paseo de Calvell,"El Poblenou, Barcelona",2750,71,2,2,0,0,segunda mano/buen estado,,0,1,1,7,0,1,0,08005,2022-02-09
87733292,Alquiler de Piso en calle de la Marina,"La Vila Olímpica del Poblenou, Barcelona",1970,50,1,1,0,0,segunda mano/buen estado,,0,1,1,3,0,1,0,08005,2022-02-09
95687225,Alquiler de Piso en calle del Taulat,"El Poblenou, Barcelona",2600,55,1,1,0,0,segunda mano/buen estado,,0,1,1,1,0,0,0,08005,2022-02-09
87733289,Alquiler de Piso en calle de la Marina,"La Vila Olímpica del Poblenou, Barcelona",2043,50,2,1,0,0,segunda mano/buen estado,,0,1,1,2,0,1,0,08005,2022-02-09
86616925,Alquiler de Piso en calle de Pere IV,"El Parc i la Llacuna del Poblenou, Barcelona",1630,62,2,1,0,0,segunda mano/buen estado,,0,0,0,4,0,1,0,08005,2022-02-09
88702406,Alquiler de Piso en calle de Llull,"El Poblenou, Barcelona",2191,55,2,1,0,0,segunda mano/buen estado,,0,1,1,1,0,1,0,08005,2022-02-09
36697071,Alquiler de Piso en paseo de Garcia Fària,"Diagonal Mar i el Front Marítim del Poblenou, Barcelona",1800,90,2,2,1,0,segunda mano/buen estado,,1,0,0,2,1,1,1,08005,2022-02-09
96621620,"Alquiler de Dúplex en calle de Wellington, 70","El Parc i la Llacuna del Poblenou, Barcelona",1350,135,3,1,0,1,segunda mano/buen estado,1973,0,1,1,3,0,1,1,08005,2022-02-09
96279693,Alquiler de Piso en calle de Lope de Vega,"El Poblenou, Barcelona",1200,67,2,1,0,0,segunda mano/buen estado,1940,0,0,0,1,0,0,0,08005,2022-02-09
92538765,Alquiler de Piso en PUJADES,"El Parc i la Llacuna del Poblenou, Barcelona",852,70,3,1,0,1,segunda mano/buen estado,1948,0,0,0,1,0,0,1,08005,2022-02-09
96620208,Alquiler de Piso en calle de Fernando Poo,"El Poblenou, Barcelona",824,60,2,1,0,1,segunda mano/buen estado,,0,0,0,1,0,0,1,08005,2022-02-09
91946575,Alquiler de Estudio en calle de la Marina,"La Vila Olímpica del Poblenou, Barcelona",1365,50,0,1,0,0,segunda mano/buen estado,,0,1,1,6,0,1,0,08005,2022-02-09
89257619,Alquiler de Piso en paseo de Calvell,"El Poblenou, Barcelona",1900,55,1,1,0,0,segunda mano/buen estado,,1,1,1,5,1,1,1,08005,2022-02-09
95072107,"Alquiler de Piso en rambla del Poblenou, 108","El Poblenou, Barcelona",1500,115,5,3,0,1,segunda mano/buen estado,,0,1,1,1,0,0,1,08005,2022-02-09
96605565,Alquiler de Piso en La Vila Olímpica del Poblenou,"Sant Martí, Barcelona",1200,53,1,1,1,0,segunda mano/buen estado,1992,1,1,1,1,1,1,1,08005,2022-02-09
96600381,Alquiler de Piso en El Poblenou,"Sant Martí, Barcelona",1120,72,3,1,1,0,segunda mano/buen estado,1967,0,1,0,6,0,1,1,08005,2022-02-09
96596395,Alquiler de Dúplex en La Vila Olímpica del Poblenou,"Sant Martí, Barcelona",1460,86,1,1,1,0,segunda mano/buen estado,2002,1,1,0,0,1,1,1,08005,2022-02-09
96544508,Alquiler de Piso en La Vila Olímpica del Poblenou,"Sant Martí, Barcelona",1200,76,1,1,1,0,segunda mano/buen estado,1992,1,1,1,3,1,1,1,08005,2022-02-09
96440998,Alquiler de Piso en El Poblenou,"Sant Martí, Barcelona",1100,91,2,2,0,1,segunda mano/buen estado,,1,1,0,3,1,1,1,08005,2022-02-09
96423660,Alquiler de Estudio en El Poblenou,"Sant Martí, Barcelona",1200,63,0,1,0,0,segunda mano/buen estado,1923,1,1,1,0,1,1,1,08005,2022-02-09
90910460,"Alquiler de Piso en calle de Bac de Roda, 5","Diagonal Mar i el Front Marítim del Poblenou, Barcelona",1600,90,2,2,1,0,segunda mano/buen estado,,0,1,1,4,1,1,1,08005,2022-02-09
88564487,"Alquiler de Ático en calle de Llull, 200","El Poblenou, Barcelona",1800,65,2,1,1,0,segunda mano/buen estado,,1,1,1,8,0,1,1,08005,2022-02-09
86240580,"Alquiler de Piso en rambla del Poblenou, 110","El Poblenou, Barcelona",1500,125,5,3,0,1,segunda mano/buen estado,,0,1,1,1,1,0,1,08005,2022-02-09
96100140,"Alquiler de Piso en avenida TAULAT, 191 -193","El Poblenou, Barcelona",1100,74,3,1,1,0,segunda mano/buen estado,,0,0,0,5,0,1,1,08005,2022-02-09
95867361,Alquiler de Estudio en El Poblenou,"Sant Martí, Barcelona",850,50,0,1,0,1,segunda mano/buen estado,,0,1,0,0,0,0,0,08005,2022-02-09
96338543,Alquiler de Piso en La Vila Olímpica del Poblenou,"Sant Martí, Barcelona",1150,60,1,1,0,0,segunda mano/buen estado,2004,1,1,0,2,1,1,1,08005,2022-02-09
96119706,Alquiler de Piso en El Poblenou,"Sant Martí, Barcelona",975,54,2,1,0,0,segunda mano/buen estado,1935,0,0,0,1,0,0,0,08005,2022-02-09
96179429,Alquiler de Piso en calle de Bac de Roda,"El Poblenou, Barcelona",1700,115,3,2,1,1,segunda mano/buen estado,,0,0,0,1,0,1,1,08005,2022-02-09
96302501,"Alquiler de Estudio en calle d'Àlaba, 60","El Parc i la Llacuna del Poblenou, Barcelona",1900,345,0,1,0,0,segunda mano/buen estado,,1,1,1,4,1,1,1,08005,2022-02-09
86885656,"Alquiler de Piso en rambla del Poblenou, 106","El Poblenou, Barcelona",1300,120,4,2,0,1,segunda mano/buen estado,,0,1,1,1,0,0,1,08005,2022-02-09
96686869,Alquiler de Piso en calle del Doctor Trueta,"La Vila Olímpica del Poblenou, Barcelona",2050,170,4,2,0,0,segunda mano/buen estado,1992,1,0,0,5,1,1,1,08005,2022-02-09
96346452,Alquiler de Piso en calle d'Àlaba,"El Parc i la Llacuna del Poblenou, Barcelona",1900,85,1,1,0,0,segunda mano/buen estado,1970,1,0,0,4,0,1,1,08005,2022-02-09
95848127,Alquiler de Piso en calle del Ferrocarril,"El Poblenou, Barcelona",1800,75,1,1,0,0,segunda mano/buen estado,2010,0,1,1,2,0,1,1,08005,2022-02-09
