,name,zone,price,square_mt,rooms,wc,terraza,balcon,estado,año,armarios,cocina,amueblado,planta,calef,asc,exterior,cp,extract_day
96673920,Alquiler de Piso en unio,"El Raval, Barcelona",1300,50,1,1,0,1,segunda mano/buen estado,,1,1,1,4,1,0,1,08001,2022-02-09
96666341,Alquiler de Piso en calle de Gravina,"El Raval, Barcelona",2500,81,2,1,1,1,segunda mano/buen estado,1890,0,1,1,1,1,1,1,08001,2022-02-09
96659770,Alquiler de Piso en calle de Sant Antoni Abat,"El Raval, Barcelona",1500,53,1,1,0,1,segunda mano/buen estado,1900,0,1,1,1,0,0,1,08001,2022-02-09
87206636,Alquiler de Piso en Paloma,"El Raval, Barcelona",1350,65,2,2,0,0,segunda mano/buen estado,,0,1,1,0,1,1,1,08001,2022-02-09
87253271,Alquiler de Piso en calle del Doctor Dou,"El Raval, Barcelona",1380,87,2,1,0,0,segunda mano/buen estado,,1,0,0,3,1,1,1,08001,2022-02-09
95556371,Alquiler de Piso en calle de la Reina Amàlia,"El Raval, Barcelona",1900,80,2,2,1,1,segunda mano/buen estado,2021,1,0,0,1,1,1,1,08001,2022-02-09
95556368,Alquiler de Piso en calle de la Reina Amàlia,"El Raval, Barcelona",2100,97,2,2,1,1,segunda mano/buen estado,2021,1,1,1,0,1,1,1,08001,2022-02-09
96102249,Alquiler de Piso en El Raval,"Ciutat Vella, Barcelona",1200,83,1,1,0,1,segunda mano/buen estado,1850,0,1,0,1,1,0,1,08001,2022-02-09
95960504,Alquiler de Piso en calle de la Reina Amàlia,"El Raval, Barcelona",1900,80,1,1,0,0,segunda mano/buen estado,2021,0,0,0,1,1,1,1,08001,2022-02-09
96646603,"Alquiler de Piso en calle de la Reina Amàlia, 11","El Raval, Barcelona",1600,80,2,2,1,1,segunda mano/buen estado,2021,0,1,1,6,1,1,1,08001,2022-02-09
87359507,Alquiler de Piso en calle de Joaquín Costa,"El Raval, Barcelona",1350,61,2,1,0,1,segunda mano/buen estado,,0,1,1,2,1,1,0,08001,2022-02-09
81425280,Alquiler de Piso en calle de Sant Vicenç,"El Raval, Barcelona",1600,80,3,3,0,1,segunda mano/buen estado,,0,1,1,3,1,1,1,08001,2022-02-09
88579690,Alquiler de Piso en calle de Joaquín Costa,"El Raval, Barcelona",1350,70,2,1,0,1,segunda mano/buen estado,,0,1,1,4,1,1,0,08001,2022-02-09
96375836,Alquiler de Piso en calle de Gravina,"El Raval, Barcelona",2500,93,2,2,0,1,segunda mano/buen estado,2018,1,1,1,2,1,1,1,08001,2022-02-09
95728679,Alquiler de Piso en calle de Sant Pau,"El Raval, Barcelona",1200,55,1,1,1,0,segunda mano/buen estado,,0,0,0,1,0,1,1,08001,2022-02-09
95990609,Alquiler de Piso en calle de Sant Pau,"El Raval, Barcelona",1100,55,1,1,0,0,segunda mano/buen estado,,0,0,0,1,0,0,1,08001,2022-02-09
96419367,Alquiler de Piso en calle de Pelai,"La Dreta de l'Eixample, Barcelona",2500,94,2,2,0,1,segunda mano/buen estado,,1,1,1,4,1,1,1,08001,2022-02-09
96661360,"Alquiler de Piso en calle de la Reina Amàlia, 9","El Raval, Barcelona",1700,80,2,2,1,1,segunda mano/buen estado,2021,0,1,1,3,1,1,1,08001,2022-02-09
96646501,"Alquiler de Piso en calle de la Reina Amàlia, 13","El Raval, Barcelona",1800,82,2,2,1,1,segunda mano/buen estado,2021,0,1,1,1,1,1,1,08001,2022-02-09
95721255,Alquiler de Piso en El Raval,"Ciutat Vella, Barcelona",1800,60,2,2,0,1,segunda mano/buen estado,,1,1,1,4,0,1,1,08001,2022-02-09
94635413,"Alquiler de Piso en calle del Carme, 9","El Raval, Barcelona",1195,75,1,1,0,1,segunda mano/buen estado,,0,1,1,1,1,0,1,08001,2022-02-09
39964620,Alquiler de Piso en ronda de Sant Antoni,"El Raval, Barcelona",1350,80,3,1,1,0,segunda mano/buen estado,,0,0,0,4,0,1,0,08001,2022-02-09
93266747,"Alquiler de Estudio en calle del Pintor Fortuny, 23","El Raval, Barcelona",702,41,0,1,0,0,segunda mano/buen estado,,1,1,1,1,1,1,0,08001,2022-02-09
93942164,Alquiler de Piso en calle de la Cera,"El Raval, Barcelona",1250,40,1,1,1,0,segunda mano/buen estado,,0,1,1,2,1,0,1,08001,2022-02-09
95882685,Alquiler de Estudio en carme,"El Raval, Barcelona",850,68,0,1,1,0,segunda mano/buen estado,,0,1,1,3,1,1,0,08001,2022-02-09
96515728,Alquiler de Piso en plaza del Pedró,"El Raval, Barcelona",1215,167,4,1,0,1,segunda mano/buen estado,1923,1,1,0,1,1,1,1,08001,2022-02-09
81880361,"Alquiler de Piso en calle de les Carretes, 73","El Raval, Barcelona",900,45,1,1,0,1,segunda mano/buen estado,,0,1,1,2,0,0,1,08001,2022-02-09
39345543,Alquiler de Piso en calle de joaquín costa,"El Raval, Barcelona",1450,60,3,1,0,1,segunda mano/buen estado,,0,1,1,3,1,1,0,08001,2022-02-09
95607497,Alquiler de Piso en calle de Picalquers,"El Raval, Barcelona",895,27,1,1,0,1,segunda mano/buen estado,,0,1,1,2,1,0,1,08001,2022-02-09
96611318,Alquiler de Piso en calle de la Reina Amàlia,"El Raval, Barcelona",1800,80,2,2,1,1,segunda mano/buen estado,2020,1,0,0,0,1,1,1,08001,2022-02-09
96661299,Alquiler de Estudio en calle dels Tallers,"El Raval, Barcelona",937,58,0,1,0,0,segunda mano/buen estado,,0,0,0,4,0,1,1,08001,2022-02-09
96645661,Alquiler de Estudio en calle de la Reina Amàlia,"El Raval, Barcelona",860,55,0,1,0,0,segunda mano/buen estado,,1,1,1,0,0,0,0,08001,2022-02-09
96627996,"Alquiler de Piso en calle de la Reina Amàlia, 13","El Raval, Barcelona",1700,82,2,2,1,1,segunda mano/buen estado,2021,0,1,1,1,1,1,1,08001,2022-02-09
96585782,"Alquiler de Piso en calle de la Reina Amàlia, 11","El Raval, Barcelona",1600,80,2,2,1,1,segunda mano/buen estado,2021,0,1,1,2,1,1,1,08001,2022-02-09
96513758,"Alquiler de Piso en calle de la Reina Amàlia, 9","El Raval, Barcelona",1600,80,2,2,1,1,segunda mano/buen estado,2021,0,1,1,2,1,1,1,08001,2022-02-09
96470549,"Alquiler de Piso en calle de la Reina Amàlia, 11","El Raval, Barcelona",1700,80,2,2,1,1,segunda mano/buen estado,2021,0,1,1,4,1,1,1,08001,2022-02-09
96589177,Alquiler de Piso en calle dels Salvador,"El Raval, Barcelona",650,42,1,1,0,0,segunda mano/buen estado,1905,0,0,0,5,0,0,0,08001,2022-02-09
96589163,Alquiler de Piso en calle de Requesens,"El Raval, Barcelona",720,47,2,1,1,0,segunda mano/buen estado,,0,0,0,4,0,0,0,08001,2022-02-09
96489494,Alquiler de Piso en calle Nou de la Rambla,"El Raval, Barcelona",1050,85,2,2,0,0,segunda mano/buen estado,1974,1,1,1,1,0,1,1,08001,2022-02-09
96662485,Alquiler de Piso en calle de Gravina,"El Raval, Barcelona",2750,94,3,3,1,1,segunda mano/buen estado,,1,0,0,1,1,1,1,08001,2022-02-09
96482386,Alquiler de Piso en calle del Lleó,"El Raval, Barcelona",800,70,1,1,1,0,segunda mano/buen estado,1945,0,1,0,0,1,1,1,08001,2022-02-09
95826452,Alquiler de Piso en calle de Sant Antoni Abat,"El Raval, Barcelona",895,35,1,1,0,1,segunda mano/buen estado,,0,1,1,2,1,0,1,08001,2022-02-09
85345989,Alquiler de Piso en rambla del Raval,"El Raval, Barcelona",875,35,1,1,0,1,segunda mano/buen estado,,0,1,1,1,1,0,0,08001,2022-02-09
90664412,Alquiler de Estudio en calle de la Riera Alta,"El Raval, Barcelona",1390,40,0,1,0,1,segunda mano/buen estado,,0,1,1,4,1,1,1,08001,2022-02-09
96450819,Alquiler de Piso en calle de la Reina Amàlia,"El Raval, Barcelona",1800,85,2,2,0,1,segunda mano/buen estado,2020,1,1,1,4,0,1,1,08001,2022-02-09
96447896,Alquiler de Piso en calle de la Reina Amàlia,"El Raval, Barcelona",1900,80,2,2,1,0,segunda mano/buen estado,2020,1,1,1,0,0,1,1,08001,2022-02-09
96277934,"Alquiler de Piso en GRAVINA, 26","La Dreta de l'Eixample, Barcelona",2600,82,2,2,0,1,segunda mano/buen estado,,1,1,1,5,1,1,1,08001,2022-02-09
90636971,"Alquiler de Piso en calle Gravina, 8","El Raval, Barcelona",2650,94,2,2,1,1,segunda mano/buen estado,,1,1,1,3,1,1,1,08001,2022-02-09
96670501,Alquiler de Estudio en calle de l'Arc de Sant Agustí,"El Raval, Barcelona",2000,110,0,2,0,1,segunda mano/buen estado,,1,1,1,4,1,1,1,08001,2022-02-09
96664483,Alquiler de Estudio en calle de L´arc de sant agustí,"El Raval, Barcelona",2000,110,0,2,0,1,segunda mano/buen estado,,1,1,1,11,1,1,1,08001,2022-02-09
94818628,Alquiler de Piso en calle de Gravina,"El Raval, Barcelona",2400,93,2,2,0,1,segunda mano/buen estado,,1,1,1,1,1,1,0,08001,2022-02-09
95486849,Alquiler de Piso en calle de la Reina Amàlia,"El Raval, Barcelona",1700,80,2,2,1,1,segunda mano/buen estado,,1,1,1,3,1,1,0,08001,2022-02-09
94047217,Alquiler de Ático en calle del Bisbe Laguarda,"El Raval, Barcelona",1100,70,1,2,1,0,segunda mano/buen estado,,1,0,0,6,1,1,1,08001,2022-02-09
86413117,Alquiler de Piso en calle del Pintor Fortuny,"El Raval, Barcelona",2800,220,3,2,1,1,segunda mano/buen estado,1918,0,1,1,1,1,1,1,08001,2022-02-09
40508904,Alquiler de Piso en Gravina,"El Raval, Barcelona",2100,80,2,2,0,1,segunda mano/buen estado,1940,1,1,1,2,1,1,1,08001,2022-02-09
87117468,Alquiler de Piso en calle de l'Aurora,"El Raval, Barcelona",1000,78,1,2,0,1,segunda mano/buen estado,1950,1,1,1,2,1,0,1,08001,2022-02-09
96094087,Alquiler de Ático en lleo,"El Raval, Barcelona",1200,96,1,1,1,0,segunda mano/buen estado,1849,0,1,0,4,1,0,1,08001,2022-02-09
85054152,"Alquiler de Piso en calle Sant Pau, 47","El Raval, Barcelona",1100,50,1,1,0,1,segunda mano/buen estado,,0,1,1,1,1,0,1,08001,2022-02-09
95909203,"Alquiler de Piso en calle del Marquès de Barberà, 27","El Raval, Barcelona",1400,49,1,1,0,1,segunda mano/buen estado,,1,1,1,3,1,1,1,08001,2022-02-09
94961123,"Alquiler de Piso en calle del Marquès de Barberà, 25","El Raval, Barcelona",1400,60,2,1,0,0,segunda mano/buen estado,,1,1,1,1,1,1,1,08001,2022-02-09
92526142,"Alquiler de Piso en calle del Marquès de Barberà, 27","El Raval, Barcelona",1400,65,2,1,0,0,segunda mano/buen estado,,1,1,1,3,1,1,1,08001,2022-02-09
91808699,"Alquiler de Piso en calle del Marquès de Barberà, 2","El Raval, Barcelona",1470,135,4,2,0,1,segunda mano/buen estado,,0,1,0,1,1,1,1,08001,2022-02-09
84093258,Alquiler de Piso en calle de Sant Bartomeu,"El Raval, Barcelona",900,22,1,1,0,0,segunda mano/buen estado,,0,0,0,0,0,0,0,08001,2022-02-09
96662584,Alquiler de Piso en calle de la Reina Amàlia,"El Raval, Barcelona",750,64,1,1,0,1,segunda mano/buen estado,1900,0,1,1,0,1,0,1,08001,2022-02-09
85381348,Alquiler de Piso en calle de l'Arc de Sant Agustí,"El Raval, Barcelona",1150,58,2,1,0,0,segunda mano/buen estado,,0,0,0,6,0,1,0,08001,2022-02-09
96639627,Alquiler de Piso en calle de la Reina Amàlia,"El Raval, Barcelona",1800,70,2,2,0,0,segunda mano/buen estado,,0,0,0,0,0,0,0,08001,2022-02-09
96358186,Alquiler de Piso en calle de Gravina,"El Raval, Barcelona",2500,84,2,2,0,1,segunda mano/buen estado,1890,0,1,1,3,1,1,1,08001,2022-02-09
39345411,Alquiler de Piso en calle de l'hospital,"El Raval, Barcelona",950,45,1,1,0,0,segunda mano/buen estado,,0,1,1,0,1,0,0,08001,2022-02-09
96626267,Alquiler de Piso en calle de les Cabres,"El Raval, Barcelona",1400,44,2,2,0,0,segunda mano/buen estado,1870,0,1,0,0,0,0,0,08001,2022-02-09
96397979,"Alquiler de Dúplex en calle del Lleó, 5","El Raval, Barcelona",800,90,1,1,1,1,segunda mano/buen estado,,0,1,0,0,0,0,1,08001,2022-02-09
96639633,Alquiler de Piso en calle de la Reina Amàlia,"El Raval, Barcelona",2000,70,2,2,1,0,segunda mano/buen estado,,0,0,0,0,1,0,0,08001,2022-02-09
96622717,Alquiler de Piso en El Raval,"Ciutat Vella, Barcelona",1300,55,2,1,0,0,segunda mano/buen estado,,1,1,1,0,0,1,0,08001,2022-02-09
93415908,"Alquiler de Piso en calle de les Cabres, 5","El Raval, Barcelona",1000,37,1,1,0,1,segunda mano/buen estado,,0,1,1,2,1,0,1,08001,2022-02-09
86793938,Alquiler de Piso en calle Joaquín Costa,"El Raval, Barcelona",1490,70,3,2,0,0,segunda mano/buen estado,,0,1,1,1,1,1,1,08001,2022-02-09
88564735,Alquiler de Piso en Joaquín Costa,"El Raval, Barcelona",1075,45,1,1,0,0,segunda mano/buen estado,,0,1,1,5,1,0,1,08001,2022-02-09
86808398,Alquiler de Piso en calle Joaquin,"El Raval, Barcelona",1490,70,3,2,0,0,segunda mano/buen estado,,0,1,1,2,1,1,1,08001,2022-02-09
86811318,Alquiler de Piso en C/Joaquín Costa,"El Raval, Barcelona",1490,70,3,2,0,0,segunda mano/buen estado,,0,1,1,3,1,1,1,08001,2022-02-09
88094441,Alquiler de Piso en calle Joaquín Costa,"El Raval, Barcelona",1200,65,2,1,0,0,segunda mano/buen estado,2019,0,1,1,0,1,1,0,08001,2022-02-09
86811069,Alquiler de Piso en C/Joaquín Costa,"El Raval, Barcelona",1350,50,2,1,0,0,segunda mano/buen estado,,0,1,1,2,1,1,1,08001,2022-02-09
86812016,Alquiler de Piso en C/Joaquín Costa,"El Raval, Barcelona",1350,50,2,1,0,0,segunda mano/buen estado,,0,1,1,4,1,1,1,08001,2022-02-09
95908960,Alquiler de Piso en calle del Marquès de Barberà,"El Raval, Barcelona",1800,100,2,2,1,0,segunda mano/buen estado,,1,1,1,0,1,1,1,08001,2022-02-09
96549170,"Alquiler de Piso en calle de les Carretes, 85","El Raval, Barcelona",900,45,1,1,0,1,segunda mano/buen estado,,0,1,1,2,0,0,1,08001,2022-02-09
96430245,Alquiler de Piso en calle de la Riereta,"El Raval, Barcelona",1300,55,2,1,1,0,segunda mano/buen estado,2021,1,1,1,0,1,1,0,08001,2022-02-09
95723590,Alquiler de Piso en calle de la Reina Amàlia,"El Raval, Barcelona",1900,80,2,2,0,0,segunda mano/buen estado,2021,1,1,1,1,1,1,0,08001,2022-02-09
95723602,Alquiler de Piso en calle de la Reina Amàlia,"El Raval, Barcelona",1400,75,1,1,0,0,segunda mano/buen estado,2021,1,0,0,2,1,1,0,08001,2022-02-09
37815387,Alquiler de Piso en calle del Marquès de Barberà,"El Raval, Barcelona",1400,124,3,2,1,0,segunda mano/buen estado,1850,0,0,0,1,0,0,1,08001,2022-02-09
90338170,Alquiler de Piso en calle del Carme,"El Raval, Barcelona",2000,170,4,2,1,1,segunda mano/buen estado,1900,1,1,0,0,1,1,1,08001,2022-02-09
87875263,Alquiler de Piso en calle de Guàrdia,"El Raval, Barcelona",1600,100,2,1,0,0,segunda mano/buen estado,,0,0,0,3,1,0,0,08001,2022-02-09
35743786,Alquiler de Piso en calle Nou de la Rambla,"El Raval, Barcelona",1800,50,1,1,0,0,segunda mano/buen estado,,0,0,0,0,0,0,0,08001,2022-02-09
81244499,Alquiler de Piso en calle de les Penedides,"El Raval, Barcelona",1400,47,1,1,1,0,segunda mano/buen estado,,0,0,0,0,1,1,0,08001,2022-02-09
81453261,Alquiler de Piso en calle de les Penedides,"El Raval, Barcelona",1640,55,2,1,0,0,segunda mano/buen estado,,0,0,0,2,1,1,0,08001,2022-02-09
96614977,Alquiler de Piso en calle del Carme,"El Raval, Barcelona",1200,93,2,1,1,0,segunda mano/buen estado,,0,1,1,0,1,0,1,08001,2022-02-09
89441230,"Alquiler de Ático en calle Nou de la Rambla, 4","El Raval, Barcelona",1250,44,1,1,1,0,segunda mano/buen estado,,1,1,1,4,1,0,1,08001,2022-02-09
96682193,Alquiler de Piso en calle de la Unió,"El Raval, Barcelona",1185,16,1,1,0,0,segunda mano/buen estado,,0,1,1,4,0,1,0,08001,2022-02-09
96647169,Alquiler de Piso en calle de L`arc de sant agustí,"El Raval, Barcelona",2000,110,2,2,0,1,segunda mano/buen estado,,1,1,1,8,1,1,1,08001,2022-02-09
96611443,"Alquiler de Piso en calle SALVADOR, 20","El Raval, Barcelona",980,52,1,1,0,0,segunda mano/buen estado,1862,1,1,0,4,1,1,0,08001,2022-02-09
89875616,Alquiler de Piso en gravina,"El Raval, Barcelona",2650,93,2,2,0,1,segunda mano/buen estado,,1,1,1,1,1,1,1,08001,2022-02-09
87097097,Alquiler de Ático en calle de Sant Martí s/n,"El Raval, Barcelona",990,50,1,1,0,1,segunda mano/buen estado,,0,1,0,1,1,1,1,08001,2022-02-09
96343404,Alquiler de Piso en calle de la Reina Amàlia,"El Raval, Barcelona",1600,80,2,2,1,1,segunda mano/buen estado,2021,1,0,0,3,1,1,1,08001,2022-02-09
96317298,Alquiler de Piso en calle de la Reina Amàlia,"El Raval, Barcelona",2000,85,2,2,1,1,segunda mano/buen estado,,1,1,1,0,1,1,0,08001,2022-02-09
86811786,Alquiler de Piso en C/Joaquín Costa,"El Raval, Barcelona",1490,70,3,2,0,0,segunda mano/buen estado,,0,1,1,4,1,1,1,08001,2022-02-09
96287436,Alquiler de Piso en calle de la Reina Amàlia,"El Raval, Barcelona",2420,70,2,2,0,0,segunda mano/buen estado,,0,1,1,1,0,1,0,08001,2022-02-09
